reactionId	compartment	r ; p	ratelaw
vTCd1844	Cytoplasm	cyt_mrna__GATA1_202_ ;	cyt_mrna__GATA1_202_ * kTCd1844
vTCd1845	Cytoplasm	cyt_mrna__CFAP161_201_ ;	cyt_mrna__CFAP161_201_ * kTCd1845
vTCd1846	Cytoplasm	cyt_mrna__POLR1D_201_ ;	cyt_mrna__POLR1D_201_ * kTCd1846
vTCd1847	Cytoplasm	cyt_mrna__TRPC5OS_203_ ;	cyt_mrna__TRPC5OS_203_ * kTCd1847
vTCd1848	Cytoplasm	cyt_mrna__CHRM5_201_ ;	cyt_mrna__CHRM5_201_ * kTCd1848
vTCd1849	Cytoplasm	cyt_mrna__NUTM2A_202_ ;	cyt_mrna__NUTM2A_202_ * kTCd1849
vTCd1850	Cytoplasm	cyt_mrna__RAB3C_201_ ;	cyt_mrna__RAB3C_201_ * kTCd1850
vTCd1851	Cytoplasm	cyt_mrna__IER3IP1_201_ ;	cyt_mrna__IER3IP1_201_ * kTCd1851
vTCd1852	Cytoplasm	cyt_mrna__COL27A1_201_ ;	cyt_mrna__COL27A1_201_ * kTCd1852
vTCd1853	Cytoplasm	cyt_mrna__LILRA3_212_ ;	cyt_mrna__LILRA3_212_ * kTCd1853
vTCd1854	Cytoplasm	cyt_mrna__MMEL1_210_ ;	cyt_mrna__MMEL1_210_ * kTCd1854
vTCd1855	Cytoplasm	cyt_mrna__POMP_201_ ;	cyt_mrna__POMP_201_ * kTCd1855
vTCd1856	Cytoplasm	cyt_mrna__MINPP1_202_ ;	cyt_mrna__MINPP1_202_ * kTCd1856
vTCd1857	Cytoplasm	cyt_mrna__ENY2_211_ ;	cyt_mrna__ENY2_211_ * kTCd1857
vTCd1858	Cytoplasm	cyt_mrna__GRID1_201_ ;	cyt_mrna__GRID1_201_ * kTCd1858
vTCd1859	Cytoplasm	cyt_mrna__ISCA1_203_ ;	cyt_mrna__ISCA1_203_ * kTCd1859
vTCd1860	Cytoplasm	cyt_mrna__KCNK9_203_ ;	cyt_mrna__KCNK9_203_ * kTCd1860
vTCd1861	Cytoplasm	cyt_mrna__TGM7_201_ ;	cyt_mrna__TGM7_201_ * kTCd1861
vTCd1862	Cytoplasm	cyt_mrna__CYP26C1_202_ ;	cyt_mrna__CYP26C1_202_ * kTCd1862
vTCd1863	Cytoplasm	cyt_mrna__LCMT2_201_ ;	cyt_mrna__LCMT2_201_ * kTCd1863
vTCd1864	Cytoplasm	cyt_mrna__PANK4_224_ ;	cyt_mrna__PANK4_224_ * kTCd1864
vTCd1865	Cytoplasm	cyt_mrna__HTRA4_201_ ;	cyt_mrna__HTRA4_201_ * kTCd1865
vTCd1866	Cytoplasm	cyt_mrna__ITGA1_201_ ;	cyt_mrna__ITGA1_201_ * kTCd1866
vTCd1867	Cytoplasm	cyt_mrna__DKK4_201_ ;	cyt_mrna__DKK4_201_ * kTCd1867
vTCd1868	Cytoplasm	cyt_mrna__TRMT12_201_ ;	cyt_mrna__TRMT12_201_ * kTCd1868
vTCd1869	Cytoplasm	cyt_mrna__RXRA_202_ ;	cyt_mrna__RXRA_202_ * kTCd1869
vTCd1870	Cytoplasm	cyt_mrna__PEX11A_201_ ;	cyt_mrna__PEX11A_201_ * kTCd1870
vTCd1871	Cytoplasm	cyt_mrna__TUBB6_201_ ;	cyt_mrna__TUBB6_201_ * kTCd1871
vTCd1872	Cytoplasm	cyt_mrna__IQANK1_201_ ;	cyt_mrna__IQANK1_201_ * kTCd1872
vTCd1873	Cytoplasm	cyt_mrna__PLCH2_209_ ;	cyt_mrna__PLCH2_209_ * kTCd1873
vTCd1874	Cytoplasm	cyt_mrna__HES5_202_ ;	cyt_mrna__HES5_202_ * kTCd1874
vTCd1875	Cytoplasm	cyt_mrna__FGF17_201_ ;	cyt_mrna__FGF17_201_ * kTCd1875
vTCd1876	Cytoplasm	cyt_mrna__TTYH1_246_ ;	cyt_mrna__TTYH1_246_ * kTCd1876
vTCd1877	Cytoplasm	cyt_mrna__CAMSAP1_202_ ;	cyt_mrna__CAMSAP1_202_ * kTCd1877
vTCd1878	Cytoplasm	cyt_mrna__EXOC6_201_ ;	cyt_mrna__EXOC6_201_ * kTCd1878
vTCd1879	Cytoplasm	cyt_mrna__PTGES_201_ ;	cyt_mrna__PTGES_201_ * kTCd1879
vTCd1880	Cytoplasm	cyt_mrna__LENG8_222_ ;	cyt_mrna__LENG8_222_ * kTCd1880
vTCd1881	Cytoplasm	cyt_mrna__IPO5_230_ ;	cyt_mrna__IPO5_230_ * kTCd1881
vTCd1882	Cytoplasm	cyt_mrna__BICC1_202_ ;	cyt_mrna__BICC1_202_ * kTCd1882
vTCd1883	Cytoplasm	cyt_mrna__CDC42EP5_210_ ;	cyt_mrna__CDC42EP5_210_ * kTCd1883
vTCd1884	Cytoplasm	cyt_mrna__ARHGAP28_203_ ;	cyt_mrna__ARHGAP28_203_ * kTCd1884
vTCd1885	Cytoplasm	cyt_mrna__PAPPA_201_ ;	cyt_mrna__PAPPA_201_ * kTCd1885
vTCd1886	Cytoplasm	cyt_mrna__SPTBN5_201_ ;	cyt_mrna__SPTBN5_201_ * kTCd1886
vTCd1887	Cytoplasm	cyt_mrna__LAIR2_206_ ;	cyt_mrna__LAIR2_206_ * kTCd1887
vTCd1888	Cytoplasm	cyt_mrna__VCAN_201_ ;	cyt_mrna__VCAN_201_ * kTCd1888
vTCd1889	Cytoplasm	cyt_mrna__MCF2_208_ ;	cyt_mrna__MCF2_208_ * kTCd1889
vTCd1890	Cytoplasm	cyt_mrna__KIR3DX1_215_ ;	cyt_mrna__KIR3DX1_215_ * kTCd1890
vTCd1891	Cytoplasm	cyt_mrna__DNTT_201_ ;	cyt_mrna__DNTT_201_ * kTCd1891
vTCd1892	Cytoplasm	cyt_mrna__SPANXN4_202_ ;	cyt_mrna__SPANXN4_202_ * kTCd1892
vTCd1893	Cytoplasm	cyt_mrna__MESP2_201_ ;	cyt_mrna__MESP2_201_ * kTCd1893
vTCd1894	Cytoplasm	cyt_mrna__MAGEB16_203_ ;	cyt_mrna__MAGEB16_203_ * kTCd1894
vTCd1895	Cytoplasm	cyt_mrna__CSTF2T_201_ ;	cyt_mrna__CSTF2T_201_ * kTCd1895
vTCd1896	Cytoplasm	cyt_mrna__CFAP157_202_ ;	cyt_mrna__CFAP157_202_ * kTCd1896
vTCd1897	Cytoplasm	cyt_mrna__OPN1MW3_201_ ;	cyt_mrna__OPN1MW3_201_ * kTCd1897
vTCd1898	Cytoplasm	cyt_mrna__INO80C_202_ ;	cyt_mrna__INO80C_202_ * kTCd1898
vTCd1899	Cytoplasm	cyt_mrna__H2AL3_201_ ;	cyt_mrna__H2AL3_201_ * kTCd1899
vTCd1900	Cytoplasm	cyt_mrna__MAGEB6B_201_ ;	cyt_mrna__MAGEB6B_201_ * kTCd1900
vTCd1901	Cytoplasm	cyt_mrna__SPANXA1_201_ ;	cyt_mrna__SPANXA1_201_ * kTCd1901
vTCd1902	Cytoplasm	cyt_mrna__PNLIPRP3_201_ ;	cyt_mrna__PNLIPRP3_201_ * kTCd1902
vTCd1903	Cytoplasm	cyt_mrna__ZSWIM6_201_ ;	cyt_mrna__ZSWIM6_201_ * kTCd1903
vTCd1904	Cytoplasm	cyt_mrna__NXF2B_202_ ;	cyt_mrna__NXF2B_202_ * kTCd1904
vTCd1905	Cytoplasm	cyt_mrna__LYZL1_203_ ;	cyt_mrna__LYZL1_203_ * kTCd1905
vTCd1906	Cytoplasm	cyt_mrna__TEX28_203_ ;	cyt_mrna__TEX28_203_ * kTCd1906
vTCd1907	Cytoplasm	cyt_mrna__SPANXN2_201_ ;	cyt_mrna__SPANXN2_201_ * kTCd1907
vTCd1908	Cytoplasm	cyt_mrna__BCL2A1_201_ ;	cyt_mrna__BCL2A1_201_ * kTCd1908
vTCd1909	Cytoplasm	cyt_mrna__AGAP9_201_ ;	cyt_mrna__AGAP9_201_ * kTCd1909
vTCd1910	Cytoplasm	cyt_mrna__CDK9_201_ ;	cyt_mrna__CDK9_201_ * kTCd1910
vTCd1911	Cytoplasm	cyt_mrna__NR0B1_202_ ;	cyt_mrna__NR0B1_202_ * kTCd1911
vTCd1912	Cytoplasm	cyt_mrna__EPG5_201_ ;	cyt_mrna__EPG5_201_ * kTCd1912
vTCd1913	Cytoplasm	cyt_mrna__CCIN_201_ ;	cyt_mrna__CCIN_201_ * kTCd1913
vTCd1914	Cytoplasm	cyt_mrna__CYP26A1_201_ ;	cyt_mrna__CYP26A1_201_ * kTCd1914
vTCd1915	Cytoplasm	cyt_mrna__SMIM10_201_ ;	cyt_mrna__SMIM10_201_ * kTCd1915
vTCd1916	Cytoplasm	cyt_mrna__RASL12_201_ ;	cyt_mrna__RASL12_201_ * kTCd1916
vTCd1917	Cytoplasm	cyt_mrna__NAIF1_201_ ;	cyt_mrna__NAIF1_201_ * kTCd1917
vTCd1918	Cytoplasm	cyt_mrna__BBLN_201_ ;	cyt_mrna__BBLN_201_ * kTCd1918
vTCd1919	Cytoplasm	cyt_mrna__CFAP58_202_ ;	cyt_mrna__CFAP58_202_ * kTCd1919
vTCd1920	Cytoplasm	cyt_mrna__PDCD7_201_ ;	cyt_mrna__PDCD7_201_ * kTCd1920
vTCd1921	Cytoplasm	cyt_mrna__NDN_201_ ;	cyt_mrna__NDN_201_ * kTCd1921
vTCd1922	Cytoplasm	cyt_mrna__TMEM26_202_ ;	cyt_mrna__TMEM26_202_ * kTCd1922
vTCd1923	Cytoplasm	cyt_mrna__HMX3_201_ ;	cyt_mrna__HMX3_201_ * kTCd1923
vTCd1924	Cytoplasm	cyt_mrna__KBTBD13_201_ ;	cyt_mrna__KBTBD13_201_ * kTCd1924
vTCd1925	Cytoplasm	cyt_mrna__QNG1_203_ ;	cyt_mrna__QNG1_203_ * kTCd1925
vTCd1926	Cytoplasm	cyt_mrna__BTBD16_201_ ;	cyt_mrna__BTBD16_201_ * kTCd1926
vTCd1927	Cytoplasm	cyt_mrna__FRG2B_201_ ;	cyt_mrna__FRG2B_201_ * kTCd1927
vTCd1928	Cytoplasm	cyt_mrna__CCDC107_206_ ;	cyt_mrna__CCDC107_206_ * kTCd1928
vTCd1929	Cytoplasm	cyt_mrna__NKX1_2_201_ ;	cyt_mrna__NKX1_2_201_ * kTCd1929
vTCd1930	Cytoplasm	cyt_mrna__MSMP_202_ ;	cyt_mrna__MSMP_202_ * kTCd1930
vTCd1931	Cytoplasm	cyt_mrna__TPT1_212_ ;	cyt_mrna__TPT1_212_ * kTCd1931
vTCd1932	Cytoplasm	cyt_mrna__FAM221B_203_ ;	cyt_mrna__FAM221B_203_ * kTCd1932
vTCd1933	Cytoplasm	cyt_mrna__NIPBL_201_ ;	cyt_mrna__NIPBL_201_ * kTCd1933
vTCd1934	Cytoplasm	cyt_mrna__HRCT1_201_ ;	cyt_mrna__HRCT1_201_ * kTCd1934
vTCd1935	Cytoplasm	cyt_mrna__OR2S2_201_ ;	cyt_mrna__OR2S2_201_ * kTCd1935
vTCd1936	Cytoplasm	cyt_mrna__LSM14A_227_ ;	cyt_mrna__LSM14A_227_ * kTCd1936
vTCd1937	Cytoplasm	cyt_mrna__MRO_202_ ;	cyt_mrna__MRO_202_ * kTCd1937
vTCd1938	Cytoplasm	cyt_mrna__CD180_201_ ;	cyt_mrna__CD180_201_ * kTCd1938
vTCd1939	Cytoplasm	cyt_mrna__CLK2_212_ ;	cyt_mrna__CLK2_212_ * kTCd1939
vTCd1940	Cytoplasm	cyt_mrna__MLLT3_202_ ;	cyt_mrna__MLLT3_202_ * kTCd1940
vTCd1941	Cytoplasm	cyt_mrna__BMP1_202_ ;	cyt_mrna__BMP1_202_ * kTCd1941
vTCd1942	Cytoplasm	cyt_mrna__WDR11_201_ ;	cyt_mrna__WDR11_201_ * kTCd1942
vTCd1943	Cytoplasm	cyt_mrna__RGS7BP_201_ ;	cyt_mrna__RGS7BP_201_ * kTCd1943
vTCd1944	Cytoplasm	cyt_mrna__ZNF595_205_ ;	cyt_mrna__ZNF595_205_ * kTCd1944
vTCd1945	Cytoplasm	cyt_mrna__CCNO_201_ ;	cyt_mrna__CCNO_201_ * kTCd1945
vTCd1946	Cytoplasm	cyt_mrna__MRPL41_201_ ;	cyt_mrna__MRPL41_201_ * kTCd1946
vTCd1947	Cytoplasm	cyt_mrna__MSX1_201_ ;	cyt_mrna__MSX1_201_ * kTCd1947
vTCd1948	Cytoplasm	cyt_mrna__RPGR_216_ ;	cyt_mrna__RPGR_216_ * kTCd1948
vTCd1949	Cytoplasm	cyt_mrna__PKLR_205_ ;	cyt_mrna__PKLR_205_ * kTCd1949
vTCd1950	Cytoplasm	cyt_mrna__ZC4H2_202_ ;	cyt_mrna__ZC4H2_202_ * kTCd1950
vTCd1951	Cytoplasm	cyt_mrna__DMRT1_201_ ;	cyt_mrna__DMRT1_201_ * kTCd1951
vTCd1952	Cytoplasm	cyt_mrna__FOXI2_201_ ;	cyt_mrna__FOXI2_201_ * kTCd1952
vTCd1953	Cytoplasm	cyt_mrna__RAB2B_201_ ;	cyt_mrna__RAB2B_201_ * kTCd1953
vTCd1954	Cytoplasm	cyt_mrna__GPR26_201_ ;	cyt_mrna__GPR26_201_ * kTCd1954
vTCd1955	Cytoplasm	cyt_mrna__FAM120AOS_201_ ;	cyt_mrna__FAM120AOS_201_ * kTCd1955
vTCd1956	Cytoplasm	cyt_mrna__SPMIP10_201_ ;	cyt_mrna__SPMIP10_201_ * kTCd1956
vTCd1957	Cytoplasm	cyt_mrna__GPR78_201_ ;	cyt_mrna__GPR78_201_ * kTCd1957
vTCd1958	Cytoplasm	cyt_mrna__SCAMP3_237_ ;	cyt_mrna__SCAMP3_237_ * kTCd1958
vTCd1959	Cytoplasm	cyt_mrna__ARMS2_201_ ;	cyt_mrna__ARMS2_201_ * kTCd1959
vTCd1960	Cytoplasm	cyt_mrna__HDGFL1_201_ ;	cyt_mrna__HDGFL1_201_ * kTCd1960
vTCd1961	Cytoplasm	cyt_mrna__FOXQ1_201_ ;	cyt_mrna__FOXQ1_201_ * kTCd1961
vTCd1962	Cytoplasm	cyt_mrna__CNGB3_201_ ;	cyt_mrna__CNGB3_201_ * kTCd1962
vTCd1963	Cytoplasm	cyt_mrna__GFOD1_203_ ;	cyt_mrna__GFOD1_203_ * kTCd1963
vTCd1964	Cytoplasm	cyt_mrna__MRPL50_201_ ;	cyt_mrna__MRPL50_201_ * kTCd1964
vTCd1965	Cytoplasm	cyt_mrna__PPP3R2_201_ ;	cyt_mrna__PPP3R2_201_ * kTCd1965
vTCd1966	Cytoplasm	cyt_mrna__ZNF718_201_ ;	cyt_mrna__ZNF718_201_ * kTCd1966
vTCd1967	Cytoplasm	cyt_mrna__NRG3_201_ ;	cyt_mrna__NRG3_201_ * kTCd1967
vTCd1968	Cytoplasm	cyt_mrna__EQTN_202_ ;	cyt_mrna__EQTN_202_ * kTCd1968
vTCd1969	Cytoplasm	cyt_mrna__RBM24_202_ ;	cyt_mrna__RBM24_202_ * kTCd1969
vTCd1970	Cytoplasm	cyt_mrna__FOXF2_201_ ;	cyt_mrna__FOXF2_201_ * kTCd1970
vTCd1971	Cytoplasm	cyt_mrna__SOX4_201_ ;	cyt_mrna__SOX4_201_ * kTCd1971
vTCd1972	Cytoplasm	cyt_mrna__GABRB1_201_ ;	cyt_mrna__GABRB1_201_ * kTCd1972
vTCd1973	Cytoplasm	cyt_mrna__SLC24A4_205_ ;	cyt_mrna__SLC24A4_205_ * kTCd1973
vTCd1974	Cytoplasm	cyt_mrna__GPR158_201_ ;	cyt_mrna__GPR158_201_ * kTCd1974
vTCd1975	Cytoplasm	cyt_mrna__EMX2_203_ ;	cyt_mrna__EMX2_203_ * kTCd1975
vTCd1976	Cytoplasm	cyt_mrna__TMC1_201_ ;	cyt_mrna__TMC1_201_ * kTCd1976
vTCd1977	Cytoplasm	cyt_mrna__TMTC4_202_ ;	cyt_mrna__TMTC4_202_ * kTCd1977
vTCd1978	Cytoplasm	cyt_mrna__TOMM20L_201_ ;	cyt_mrna__TOMM20L_201_ * kTCd1978
vTCd1979	Cytoplasm	cyt_mrna__COX7B2_201_ ;	cyt_mrna__COX7B2_201_ * kTCd1979
vTCd1980	Cytoplasm	cyt_mrna__HCN3_212_ ;	cyt_mrna__HCN3_212_ * kTCd1980
vTCd1981	Cytoplasm	cyt_mrna__TMEM252_201_ ;	cyt_mrna__TMEM252_201_ * kTCd1981
vTCd1982	Cytoplasm	cyt_mrna__PCSK6_214_ ;	cyt_mrna__PCSK6_214_ * kTCd1982
vTCd1983	Cytoplasm	cyt_mrna__UGT2B11_201_ ;	cyt_mrna__UGT2B11_201_ * kTCd1983
vTCd1984	Cytoplasm	cyt_mrna__ADGRV1_201_ ;	cyt_mrna__ADGRV1_201_ * kTCd1984
vTCd1985	Cytoplasm	cyt_mrna__NAA11_201_ ;	cyt_mrna__NAA11_201_ * kTCd1985
vTCd1986	Cytoplasm	cyt_mrna__THAP9_201_ ;	cyt_mrna__THAP9_201_ * kTCd1986
vTCd1987	Cytoplasm	cyt_mrna__FAM246B_201_ ;	cyt_mrna__FAM246B_201_ * kTCd1987
vTCd1988	Cytoplasm	cyt_mrna__GK2_201_ ;	cyt_mrna__GK2_201_ * kTCd1988
vTCd1989	Cytoplasm	cyt_mrna__PLPP4_202_ ;	cyt_mrna__PLPP4_202_ * kTCd1989
vTCd1990	Cytoplasm	cyt_mrna__FAM246A_201_ ;	cyt_mrna__FAM246A_201_ * kTCd1990
vTCd1991	Cytoplasm	cyt_mrna__SKIDA1_202_ ;	cyt_mrna__SKIDA1_202_ * kTCd1991
vTCd1992	Cytoplasm	cyt_mrna__NPS_201_ ;	cyt_mrna__NPS_201_ * kTCd1992
vTCd1993	Cytoplasm	cyt_mrna__NAA16_201_ ;	cyt_mrna__NAA16_201_ * kTCd1993
vTCd1994	Cytoplasm	cyt_mrna__ENTREP3_240_ ;	cyt_mrna__ENTREP3_240_ * kTCd1994
vTCd1995	Cytoplasm	cyt_mrna__PRMT2_203_ ;	cyt_mrna__PRMT2_203_ * kTCd1995
vTCd1996	Cytoplasm	cyt_mrna__PPP2R2C_203_ ;	cyt_mrna__PPP2R2C_203_ * kTCd1996
vTCd1997	Cytoplasm	cyt_mrna__PRKG1_203_ ;	cyt_mrna__PRKG1_203_ * kTCd1997
vTCd1998	Cytoplasm	cyt_mrna__CHAMP1_201_ ;	cyt_mrna__CHAMP1_201_ * kTCd1998
vTCd1999	Cytoplasm	cyt_mrna__GARNL3_202_ ;	cyt_mrna__GARNL3_202_ * kTCd1999
vTCd2000	Cytoplasm	cyt_mrna__ATP6V1G3_208_ ;	cyt_mrna__ATP6V1G3_208_ * kTCd2000
vTCd2001	Cytoplasm	cyt_mrna__OXR1_209_ ;	cyt_mrna__OXR1_209_ * kTCd2001
vTCd2002	Cytoplasm	cyt_mrna__TACR3_201_ ;	cyt_mrna__TACR3_201_ * kTCd2002
vTCd2003	Cytoplasm	cyt_mrna__RASGRF1_203_ ;	cyt_mrna__RASGRF1_203_ * kTCd2003
vTCd2004	Cytoplasm	cyt_mrna__TMEM210_201_ ;	cyt_mrna__TMEM210_201_ * kTCd2004
vTCd2005	Cytoplasm	cyt_mrna__TMEM203_201_ ;	cyt_mrna__TMEM203_201_ * kTCd2005
vTCd2006	Cytoplasm	cyt_mrna__OR4F21_201_ ;	cyt_mrna__OR4F21_201_ * kTCd2006
vTCd2007	Cytoplasm	cyt_mrna__NKX2_6_201_ ;	cyt_mrna__NKX2_6_201_ * kTCd2007
vTCd2008	Cytoplasm	cyt_mrna__TDRP_201_ ;	cyt_mrna__TDRP_201_ * kTCd2008
vTCd2009	Cytoplasm	cyt_mrna__MKRN3_201_ ;	cyt_mrna__MKRN3_201_ * kTCd2009
vTCd2010	Cytoplasm	cyt_mrna__SLC34A3_203_ ;	cyt_mrna__SLC34A3_203_ * kTCd2010
vTCd2011	Cytoplasm	cyt_mrna__RFC3_201_ ;	cyt_mrna__RFC3_201_ * kTCd2011
vTCd2012	Cytoplasm	cyt_mrna__CIMIP2A_201_ ;	cyt_mrna__CIMIP2A_201_ * kTCd2012
vTCd2013	Cytoplasm	cyt_mrna__LRP12_201_ ;	cyt_mrna__LRP12_201_ * kTCd2013
vTCd2014	Cytoplasm	cyt_mrna__ONECUT3_201_ ;	cyt_mrna__ONECUT3_201_ * kTCd2014
vTCd2015	Cytoplasm	cyt_mrna__PYGO1_202_ ;	cyt_mrna__PYGO1_202_ * kTCd2015
vTCd2016	Cytoplasm	cyt_mrna__MAFA_201_ ;	cyt_mrna__MAFA_201_ * kTCd2016
vTCd2017	Cytoplasm	cyt_mrna__S1PR4_201_ ;	cyt_mrna__S1PR4_201_ * kTCd2017
vTCd2018	Cytoplasm	cyt_mrna__NELFB_201_ ;	cyt_mrna__NELFB_201_ * kTCd2018
vTCd2019	Cytoplasm	cyt_mrna__ZNRF4_201_ ;	cyt_mrna__ZNRF4_201_ * kTCd2019
vTCd2020	Cytoplasm	cyt_mrna__NRARP_201_ ;	cyt_mrna__NRARP_201_ * kTCd2020
vTCd2021	Cytoplasm	cyt_mrna__PTPRC_236_ ;	cyt_mrna__PTPRC_236_ * kTCd2021
vTCd2022	Cytoplasm	cyt_mrna__MYCBP2_207_ ;	cyt_mrna__MYCBP2_207_ * kTCd2022
vTCd2023	Cytoplasm	cyt_mrna__ADAMTS1_201_ ;	cyt_mrna__ADAMTS1_201_ * kTCd2023
vTCd2024	Cytoplasm	cyt_mrna__INTS3_226_ ;	cyt_mrna__INTS3_226_ * kTCd2024
vTCd2025	Cytoplasm	cyt_mrna__MEGF10_203_ ;	cyt_mrna__MEGF10_203_ * kTCd2025
vTCd2026	Cytoplasm	cyt_mrna__F13B_211_ ;	cyt_mrna__F13B_211_ * kTCd2026
vTCd2027	Cytoplasm	cyt_mrna__MROH6_201_ ;	cyt_mrna__MROH6_201_ * kTCd2027
vTCd2028	Cytoplasm	cyt_mrna__ACTL7B_201_ ;	cyt_mrna__ACTL7B_201_ * kTCd2028
vTCd2029	Cytoplasm	cyt_mrna__ACTL7A_201_ ;	cyt_mrna__ACTL7A_201_ * kTCd2029
vTCd2030	Cytoplasm	cyt_mrna__GNA15_201_ ;	cyt_mrna__GNA15_201_ * kTCd2030
vTCd2031	Cytoplasm	cyt_mrna__KCNT2_214_ ;	cyt_mrna__KCNT2_214_ * kTCd2031
vTCd2032	Cytoplasm	cyt_mrna__QRFP_202_ ;	cyt_mrna__QRFP_202_ * kTCd2032
vTCd2033	Cytoplasm	cyt_mrna__TIGD5_201_ ;	cyt_mrna__TIGD5_201_ * kTCd2033
vTCd2034	Cytoplasm	cyt_mrna__PRDM12_201_ ;	cyt_mrna__PRDM12_201_ * kTCd2034
vTCd2035	Cytoplasm	cyt_mrna__CFHR5_213_ ;	cyt_mrna__CFHR5_213_ * kTCd2035
vTCd2036	Cytoplasm	cyt_mrna__IER5L_201_ ;	cyt_mrna__IER5L_201_ * kTCd2036
vTCd2037	Cytoplasm	cyt_mrna__CSF2_201_ ;	cyt_mrna__CSF2_201_ * kTCd2037
vTCd2038	Cytoplasm	cyt_mrna__ATP5MGL_201_ ;	cyt_mrna__ATP5MGL_201_ * kTCd2038
vTCd2039	Cytoplasm	cyt_mrna__LAIR1_273_ ;	cyt_mrna__LAIR1_273_ * kTCd2039
vTCd2040	Cytoplasm	cyt_mrna__SPATA31A1_201_ ;	cyt_mrna__SPATA31A1_201_ * kTCd2040
vTCd2041	Cytoplasm	cyt_mrna__GNA11_201_ ;	cyt_mrna__GNA11_201_ * kTCd2041
vTCd2042	Cytoplasm	cyt_mrna__GNB5_201_ ;	cyt_mrna__GNB5_201_ * kTCd2042
vTCd2043	Cytoplasm	cyt_mrna__SLIT1_201_ ;	cyt_mrna__SLIT1_201_ * kTCd2043
vTCd2044	Cytoplasm	cyt_mrna__CALML5_201_ ;	cyt_mrna__CALML5_201_ * kTCd2044
vTCd2045	Cytoplasm	cyt_mrna__CALML3_201_ ;	cyt_mrna__CALML3_201_ * kTCd2045
vTCd2046	Cytoplasm	cyt_mrna__TEKTL1_201_ ;	cyt_mrna__TEKTL1_201_ * kTCd2046
vTCd2047	Cytoplasm	cyt_mrna__GATAD2B_217_ ;	cyt_mrna__GATAD2B_217_ * kTCd2047
vTCd2048	Cytoplasm	cyt_mrna__OR7C2_201_ ;	cyt_mrna__OR7C2_201_ * kTCd2048
vTCd2049	Cytoplasm	cyt_mrna__LINGO1_201_ ;	cyt_mrna__LINGO1_201_ * kTCd2049
vTCd2050	Cytoplasm	cyt_mrna__SLC31A2_201_ ;	cyt_mrna__SLC31A2_201_ * kTCd2050
vTCd2051	Cytoplasm	cyt_mrna__OR1K1_201_ ;	cyt_mrna__OR1K1_201_ * kTCd2051
vTCd2052	Cytoplasm	cyt_mrna__BANK1_201_ ;	cyt_mrna__BANK1_201_ * kTCd2052
vTCd2053	Cytoplasm	cyt_mrna__PDE6C_201_ ;	cyt_mrna__PDE6C_201_ * kTCd2053
vTCd2054	Cytoplasm	cyt_mrna__SOX10_202_ ;	cyt_mrna__SOX10_202_ * kTCd2054
vTCd2055	Cytoplasm	cyt_mrna__LCN15_201_ ;	cyt_mrna__LCN15_201_ * kTCd2055
vTCd2056	Cytoplasm	cyt_mrna__CYP4F8_210_ ;	cyt_mrna__CYP4F8_210_ * kTCd2056
vTCd2057	Cytoplasm	cyt_mrna__SLC25A24_215_ ;	cyt_mrna__SLC25A24_215_ * kTCd2057
vTCd2058	Cytoplasm	cyt_mrna__ZNF627_201_ ;	cyt_mrna__ZNF627_201_ * kTCd2058
vTCd2059	Cytoplasm	cyt_mrna__CRYBB2_201_ ;	cyt_mrna__CRYBB2_201_ * kTCd2059
vTCd2060	Cytoplasm	cyt_mrna__CCDC183_201_ ;	cyt_mrna__CCDC183_201_ * kTCd2060
vTCd2061	Cytoplasm	cyt_mrna__EGFLAM_201_ ;	cyt_mrna__EGFLAM_201_ * kTCd2061
vTCd2062	Cytoplasm	cyt_mrna__ARHGEF38_202_ ;	cyt_mrna__ARHGEF38_202_ * kTCd2062
vTCd2063	Cytoplasm	cyt_mrna__EXOSC8_202_ ;	cyt_mrna__EXOSC8_202_ * kTCd2063
vTCd2064	Cytoplasm	cyt_mrna__CASP14_201_ ;	cyt_mrna__CASP14_201_ * kTCd2064
vTCd2065	Cytoplasm	cyt_mrna__C22orf39_201_ ;	cyt_mrna__C22orf39_201_ * kTCd2065
vTCd2066	Cytoplasm	cyt_mrna__CXCL6_201_ ;	cyt_mrna__CXCL6_201_ * kTCd2066
vTCd2067	Cytoplasm	cyt_mrna__SLITRK5_202_ ;	cyt_mrna__SLITRK5_202_ * kTCd2067
vTCd2068	Cytoplasm	cyt_mrna__TRAM1L1_201_ ;	cyt_mrna__TRAM1L1_201_ * kTCd2068
vTCd2069	Cytoplasm	cyt_mrna__TAL2_201_ ;	cyt_mrna__TAL2_201_ * kTCd2069
vTCd2070	Cytoplasm	cyt_mrna__PRKACG_201_ ;	cyt_mrna__PRKACG_201_ * kTCd2070
vTCd2071	Cytoplasm	cyt_mrna__SPATA31A5_201_ ;	cyt_mrna__SPATA31A5_201_ * kTCd2071
vTCd2072	Cytoplasm	cyt_mrna__LGI1_202_ ;	cyt_mrna__LGI1_202_ * kTCd2072
vTCd2073	Cytoplasm	cyt_mrna__STPG2_201_ ;	cyt_mrna__STPG2_201_ * kTCd2073
vTCd2074	Cytoplasm	cyt_mrna__TMEM67_205_ ;	cyt_mrna__TMEM67_205_ * kTCd2074
vTCd2075	Cytoplasm	cyt_mrna__OR2T6_202_ ;	cyt_mrna__OR2T6_202_ * kTCd2075
vTCd2076	Cytoplasm	cyt_mrna__OR2T2_203_ ;	cyt_mrna__OR2T2_203_ * kTCd2076
