reactionId	parameterId	parameterScale	lowerBound	upperBound	nominalValue	estimate
vGac463	kGac463	lin	0.0005	0.0005	0.0005	0
vGac464	kGac464	lin	0.0005	0.0005	0.0005	0
vGac465	kGac465	lin	0.0005	0.0005	0.0005	0
vGac466	kGac466	lin	0.0005	0.0005	0.0005	0
vGac467	kGac467	lin	0.0005	0.0005	0.0005	0
vGac468	kGac468	lin	0.0005	0.0005	0.0005	0
vGac469	kGac469	lin	0.0005	0.0005	0.0005	0
vGac470	kGac470	lin	0.0005	0.0005	0.0005	0
vGac471	kGac471	lin	0.0005	0.0005	0.0005	0
vGac472	kGac472	lin	0.0005	0.0005	0.0005	0
vGac473	kGac473	lin	0.0005	0.0005	0.0005	0
vGac474	kGac474	lin	0.0005	0.0005	0.0005	0
vGac475	kGac475	lin	0.0005	0.0005	0.0005	0
vGac476	kGac476	lin	0.0005	0.0005	0.0005	0
vGac477	kGac477	lin	0.0005	0.0005	0.0005	0
vGac478	kGac478	lin	0.0005	0.0005	0.0005	0
vGac479	kGac479	lin	0.0005	0.0005	0.0005	0
vGac480	kGac480	lin	0.0005	0.0005	0.0005	0
vGac481	kGac481	lin	0.0005	0.0005	0.0005	0
vGac482	kGac482	lin	0.0005	0.0005	0.0005	0
vGac483	kGac483	lin	0.0005	0.0005	0.0005	0
vGac484	kGac484	lin	0.0005	0.0005	0.0005	0
vGac485	kGac485	lin	0.0005	0.0005	0.0005	0
vGac486	kGac486	lin	0.0005	0.0005	0.0005	0
vGac487	kGac487	lin	0.0005	0.0005	0.0005	0
vGac488	kGac488	lin	0.0005	0.0005	0.0005	0
vGac489	kGac489	lin	0.0005	0.0005	0.0005	0
vGac490	kGac490	lin	0.0005	0.0005	0.0005	0
vGac491	kGac491	lin	0.0005	0.0005	0.0005	0
vGac492	kGac492	lin	0.0005	0.0005	0.0005	0
vGac493	kGac493	lin	0.0005	0.0005	0.0005	0
vGac494	kGac494	lin	0.0005	0.0005	0.0005	0
vGac495	kGac495	lin	0.0005	0.0005	0.0005	0
vGac496	kGac496	lin	0.0005	0.0005	0.0005	0
vGac497	kGac497	lin	0.0005	0.0005	0.0005	0
vGac498	kGac498	lin	0.0005	0.0005	0.0005	0
vGac499	kGac499	lin	0.0005	0.0005	0.0005	0
vGac500	kGac500	lin	0.0005	0.0005	0.0005	0
vGac501	kGac501	lin	0.0005	0.0005	0.0005	0
vGac502	kGac502	lin	0.0005	0.0005	0.0005	0
vGac503	kGac503	lin	0.0005	0.0005	0.0005	0
vGac504	kGac504	lin	0.0005	0.0005	0.0005	0
vGac505	kGac505	lin	0.0005	0.0005	0.0005	0
vGac506	kGac506	lin	0.0005	0.0005	0.0005	0
vGac507	kGac507	lin	0.0005	0.0005	0.0005	0
vGac508	kGac508	lin	0.0005	0.0005	0.0005	0
vGac509	kGac509	lin	0.0005	0.0005	0.0005	0
vGac510	kGac510	lin	0.0005	0.0005	0.0005	0
vGac511	kGac511	lin	0.0005	0.0005	0.0005	0
vGac512	kGac512	lin	0.0005	0.0005	0.0005	0
vGac513	kGac513	lin	0.0005	0.0005	0.0005	0
vGac514	kGac514	lin	0.0005	0.0005	0.0005	0
vGac515	kGac515	lin	0.0005	0.0005	0.0005	0
vGac516	kGac516	lin	0.0005	0.0005	0.0005	0
vGac517	kGac517	lin	0.0005	0.0005	0.0005	0
vGac518	kGac518	lin	0.0005	0.0005	0.0005	0
vGac519	kGac519	lin	0.0005	0.0005	0.0005	0
vGac520	kGac520	lin	0.0005	0.0005	0.0005	0
vGac521	kGac521	lin	0.0005	0.0005	0.0005	0
vGac522	kGac522	lin	0.0005	0.0005	0.0005	0
vGac523	kGac523	lin	0.0005	0.0005	0.0005	0
vGac524	kGac524	lin	0.0005	0.0005	0.0005	0
vGac525	kGac525	lin	0.0005	0.0005	0.0005	0
vGac526	kGac526	lin	0.0005	0.0005	0.0005	0
vGac527	kGac527	lin	0.0005	0.0005	0.0005	0
vGac528	kGac528	lin	0.0005	0.0005	0.0005	0
vGac529	kGac529	lin	0.0005	0.0005	0.0005	0
vGac530	kGac530	lin	0.0005	0.0005	0.0005	0
vGac531	kGac531	lin	0.0005	0.0005	0.0005	0
vGac532	kGac532	lin	0.0005	0.0005	0.0005	0
vGac533	kGac533	lin	0.0005	0.0005	0.0005	0
vGac534	kGac534	lin	0.0005	0.0005	0.0005	0
vGac535	kGac535	lin	0.0005	0.0005	0.0005	0
vGac536	kGac536	lin	0.0005	0.0005	0.0005	0
vGac537	kGac537	lin	0.0005	0.0005	0.0005	0
vGac538	kGac538	lin	0.0005	0.0005	0.0005	0
vGac539	kGac539	lin	0.0005	0.0005	0.0005	0
vGac540	kGac540	lin	0.0005	0.0005	0.0005	0
vGac541	kGac541	lin	0.0005	0.0005	0.0005	0
vGac542	kGac542	lin	0.0005	0.0005	0.0005	0
vGac543	kGac543	lin	0.0005	0.0005	0.0005	0
vGac544	kGac544	lin	0.0005	0.0005	0.0005	0
vGac545	kGac545	lin	0.0005	0.0005	0.0005	0
vGac546	kGac546	lin	0.0005	0.0005	0.0005	0
vGac547	kGac547	lin	0.0005	0.0005	0.0005	0
vGac548	kGac548	lin	0.0005	0.0005	0.0005	0
vGac549	kGac549	lin	0.0005	0.0005	0.0005	0
vGac550	kGac550	lin	0.0005	0.0005	0.0005	0
vGac551	kGac551	lin	0.0005	0.0005	0.0005	0
vGac552	kGac552	lin	0.0005	0.0005	0.0005	0
vGac553	kGac553	lin	0.0005	0.0005	0.0005	0
vGac554	kGac554	lin	0.0005	0.0005	0.0005	0
vGac555	kGac555	lin	0.0005	0.0005	0.0005	0
vGac556	kGac556	lin	0.0005	0.0005	0.0005	0
vGac557	kGac557	lin	0.0005	0.0005	0.0005	0
vGac558	kGac558	lin	0.0005	0.0005	0.0005	0
vGac559	kGac559	lin	0.0005	0.0005	0.0005	0
vGac560	kGac560	lin	0.0005	0.0005	0.0005	0
vGac561	kGac561	lin	0.0005	0.0005	0.0005	0
vGac562	kGac562	lin	0.0005	0.0005	0.0005	0
vGac563	kGac563	lin	0.0005	0.0005	0.0005	0
vGac564	kGac564	lin	0.0005	0.0005	0.0005	0
vGac565	kGac565	lin	0.0005	0.0005	0.0005	0
vGac566	kGac566	lin	0.0005	0.0005	0.0005	0
vGac567	kGac567	lin	0.0005	0.0005	0.0005	0
vGac568	kGac568	lin	0.0005	0.0005	0.0005	0
vGac569	kGac569	lin	0.0005	0.0005	0.0005	0
vGac570	kGac570	lin	0.0005	0.0005	0.0005	0
vGac571	kGac571	lin	0.0005	0.0005	0.0005	0
vGac572	kGac572	lin	0.0005	0.0005	0.0005	0
vGac573	kGac573	lin	0.0005	0.0005	0.0005	0
vGac574	kGac574	lin	0.0005	0.0005	0.0005	0
vGac575	kGac575	lin	0.0005	0.0005	0.0005	0
vGac576	kGac576	lin	0.0005	0.0005	0.0005	0
vGac577	kGac577	lin	0.0005	0.0005	0.0005	0
vGac578	kGac578	lin	0.0005	0.0005	0.0005	0
vGac579	kGac579	lin	0.0005	0.0005	0.0005	0
vGac580	kGac580	lin	0.0005	0.0005	0.0005	0
vGac581	kGac581	lin	0.0005	0.0005	0.0005	0
vGac582	kGac582	lin	0.0005	0.0005	0.0005	0
vGac583	kGac583	lin	0.0005	0.0005	0.0005	0
vGac584	kGac584	lin	0.0005	0.0005	0.0005	0
vGac585	kGac585	lin	0.0005	0.0005	0.0005	0
vGac586	kGac586	lin	0.0005	0.0005	0.0005	0
vGac587	kGac587	lin	0.0005	0.0005	0.0005	0
vGac588	kGac588	lin	0.0005	0.0005	0.0005	0
vGac589	kGac589	lin	0.0005	0.0005	0.0005	0
vGac590	kGac590	lin	0.0005	0.0005	0.0005	0
vGac591	kGac591	lin	0.0005	0.0005	0.0005	0
vGac592	kGac592	lin	0.0005	0.0005	0.0005	0
vGac593	kGac593	lin	0.0005	0.0005	0.0005	0
vGac594	kGac594	lin	0.0005	0.0005	0.0005	0
vGac595	kGac595	lin	0.0005	0.0005	0.0005	0
vGac596	kGac596	lin	0.0005	0.0005	0.0005	0
vGac597	kGac597	lin	0.0005	0.0005	0.0005	0
vGac598	kGac598	lin	0.0005	0.0005	0.0005	0
vGac599	kGac599	lin	0.0005	0.0005	0.0005	0
vGac600	kGac600	lin	0.0005	0.0005	0.0005	0
vGac601	kGac601	lin	0.0005	0.0005	0.0005	0
vGac602	kGac602	lin	0.0005	0.0005	0.0005	0
vGac603	kGac603	lin	0.0005	0.0005	0.0005	0
vGac604	kGac604	lin	0.0005	0.0005	0.0005	0
vGac605	kGac605	lin	0.0005	0.0005	0.0005	0
vGac606	kGac606	lin	0.0005	0.0005	0.0005	0
vGac607	kGac607	lin	0.0005	0.0005	0.0005	0
vGac608	kGac608	lin	0.0005	0.0005	0.0005	0
vGac609	kGac609	lin	0.0005	0.0005	0.0005	0
vGac610	kGac610	lin	0.0005	0.0005	0.0005	0
vGac611	kGac611	lin	0.0005	0.0005	0.0005	0
vGac612	kGac612	lin	0.0005	0.0005	0.0005	0
vGac613	kGac613	lin	0.0005	0.0005	0.0005	0
vGac614	kGac614	lin	0.0005	0.0005	0.0005	0
vGac615	kGac615	lin	0.0005	0.0005	0.0005	0
vGac616	kGac616	lin	0.0005	0.0005	0.0005	0
vGac617	kGac617	lin	0.0005	0.0005	0.0005	0
vGac618	kGac618	lin	0.0005	0.0005	0.0005	0
vGac619	kGac619	lin	0.0005	0.0005	0.0005	0
vGac620	kGac620	lin	0.0005	0.0005	0.0005	0
vGac621	kGac621	lin	0.0005	0.0005	0.0005	0
vGac622	kGac622	lin	0.0005	0.0005	0.0005	0
vGac623	kGac623	lin	0.0005	0.0005	0.0005	0
vGac624	kGac624	lin	0.0005	0.0005	0.0005	0
vGac625	kGac625	lin	0.0005	0.0005	0.0005	0
vGac626	kGac626	lin	0.0005	0.0005	0.0005	0
vGac627	kGac627	lin	0.0005	0.0005	0.0005	0
vGac628	kGac628	lin	0.0005	0.0005	0.0005	0
vGac629	kGac629	lin	0.0005	0.0005	0.0005	0
vGac630	kGac630	lin	0.0005	0.0005	0.0005	0
vGac631	kGac631	lin	0.0005	0.0005	0.0005	0
vGac632	kGac632	lin	0.0005	0.0005	0.0005	0
vGac633	kGac633	lin	0.0005	0.0005	0.0005	0
vGac634	kGac634	lin	0.0005	0.0005	0.0005	0
vGac635	kGac635	lin	0.0005	0.0005	0.0005	0
vGac636	kGac636	lin	0.0005	0.0005	0.0005	0
vGac637	kGac637	lin	0.0005	0.0005	0.0005	0
vGac638	kGac638	lin	0.0005	0.0005	0.0005	0
vGac639	kGac639	lin	0.0005	0.0005	0.0005	0
vGac640	kGac640	lin	0.0005	0.0005	0.0005	0
vGac641	kGac641	lin	0.0005	0.0005	0.0005	0
vGac642	kGac642	lin	0.0005	0.0005	0.0005	0
vGac643	kGac643	lin	0.0005	0.0005	0.0005	0
vGac644	kGac644	lin	0.0005	0.0005	0.0005	0
vGac645	kGac645	lin	0.0005	0.0005	0.0005	0
vGac646	kGac646	lin	0.0005	0.0005	0.0005	0
vGac647	kGac647	lin	0.0005	0.0005	0.0005	0
vGac648	kGac648	lin	0.0005	0.0005	0.0005	0
vGac649	kGac649	lin	0.0005	0.0005	0.0005	0
vGac650	kGac650	lin	0.0005	0.0005	0.0005	0
vGac651	kGac651	lin	0.0005	0.0005	0.0005	0
vGac652	kGac652	lin	0.0005	0.0005	0.0005	0
vGac653	kGac653	lin	0.0005	0.0005	0.0005	0
vGac654	kGac654	lin	0.0005	0.0005	0.0005	0
vGac655	kGac655	lin	0.0005	0.0005	0.0005	0
vGac656	kGac656	lin	0.0005	0.0005	0.0005	0
vGac657	kGac657	lin	0.0005	0.0005	0.0005	0
vGac658	kGac658	lin	0.0005	0.0005	0.0005	0
vGac659	kGac659	lin	0.0005	0.0005	0.0005	0
vGac660	kGac660	lin	0.0005	0.0005	0.0005	0
vGac661	kGac661	lin	0.0005	0.0005	0.0005	0
vGac662	kGac662	lin	0.0005	0.0005	0.0005	0
vGac663	kGac663	lin	0.0005	0.0005	0.0005	0
vGac664	kGac664	lin	0.0005	0.0005	0.0005	0
vGac665	kGac665	lin	0.0005	0.0005	0.0005	0
vGac666	kGac666	lin	0.0005	0.0005	0.0005	0
vGac667	kGac667	lin	0.0005	0.0005	0.0005	0
vGac668	kGac668	lin	0.0005	0.0005	0.0005	0
vGac669	kGac669	lin	0.0005	0.0005	0.0005	0
vGac670	kGac670	lin	0.0005	0.0005	0.0005	0
vGac671	kGac671	lin	0.0005	0.0005	0.0005	0
vGac672	kGac672	lin	0.0005	0.0005	0.0005	0
vGac673	kGac673	lin	0.0005	0.0005	0.0005	0
vGac674	kGac674	lin	0.0005	0.0005	0.0005	0
vGac675	kGac675	lin	0.0005	0.0005	0.0005	0
vGac676	kGac676	lin	0.0005	0.0005	0.0005	0
vGac677	kGac677	lin	0.0005	0.0005	0.0005	0
vGac678	kGac678	lin	0.0005	0.0005	0.0005	0
vGac679	kGac679	lin	0.0005	0.0005	0.0005	0
vGac680	kGac680	lin	0.0005	0.0005	0.0005	0
vGac681	kGac681	lin	0.0005	0.0005	0.0005	0
vGac682	kGac682	lin	0.0005	0.0005	0.0005	0
vGac683	kGac683	lin	0.0005	0.0005	0.0005	0
vGac684	kGac684	lin	0.0005	0.0005	0.0005	0
vGac685	kGac685	lin	0.0005	0.0005	0.0005	0
vGac686	kGac686	lin	0.0005	0.0005	0.0005	0
vGac687	kGac687	lin	0.0005	0.0005	0.0005	0
vGac688	kGac688	lin	0.0005	0.0005	0.0005	0
vGac689	kGac689	lin	0.0005	0.0005	0.0005	0
vGac690	kGac690	lin	0.0005	0.0005	0.0005	0
vGac691	kGac691	lin	0.0005	0.0005	0.0005	0
vGac692	kGac692	lin	0.0005	0.0005	0.0005	0
vGac693	kGac693	lin	0.0005	0.0005	0.0005	0
vGac694	kGac694	lin	0.0005	0.0005	0.0005	0
vGac695	kGac695	lin	0.0005	0.0005	0.0005	0
vGac696	kGac696	lin	0.0005	0.0005	0.0005	0
vGac697	kGac697	lin	0.0005	0.0005	0.0005	0
vGac698	kGac698	lin	0.0005	0.0005	0.0005	0
vGac699	kGac699	lin	0.0005	0.0005	0.0005	0
vGac700	kGac700	lin	0.0005	0.0005	0.0005	0
vGac701	kGac701	lin	0.0005	0.0005	0.0005	0
vGac702	kGac702	lin	0.0005	0.0005	0.0005	0
vGac703	kGac703	lin	0.0005	0.0005	0.0005	0
vGac704	kGac704	lin	0.0005	0.0005	0.0005	0
vGac705	kGac705	lin	0.0005	0.0005	0.0005	0
vGac706	kGac706	lin	0.0005	0.0005	0.0005	0
vGac707	kGac707	lin	0.0005	0.0005	0.0005	0
vGac708	kGac708	lin	0.0005	0.0005	0.0005	0
vGac709	kGac709	lin	0.0005	0.0005	0.0005	0
vGac710	kGac710	lin	0.0005	0.0005	0.0005	0
vGac711	kGac711	lin	0.0005	0.0005	0.0005	0
vGac712	kGac712	lin	0.0005	0.0005	0.0005	0
vGac713	kGac713	lin	0.0005	0.0005	0.0005	0
vGac714	kGac714	lin	0.0005	0.0005	0.0005	0
vGac715	kGac715	lin	0.0005	0.0005	0.0005	0
vGac716	kGac716	lin	0.0005	0.0005	0.0005	0
vGac717	kGac717	lin	0.0005	0.0005	0.0005	0
vGac718	kGac718	lin	0.0005	0.0005	0.0005	0
vGac719	kGac719	lin	0.0005	0.0005	0.0005	0
vGac720	kGac720	lin	0.0005	0.0005	0.0005	0
vGac721	kGac721	lin	0.0005	0.0005	0.0005	0
vGac722	kGac722	lin	0.0005	0.0005	0.0005	0
vGac723	kGac723	lin	0.0005	0.0005	0.0005	0
vGac724	kGac724	lin	0.0005	0.0005	0.0005	0
vGac725	kGac725	lin	0.0005	0.0005	0.0005	0
vGac726	kGac726	lin	0.0005	0.0005	0.0005	0
vGac727	kGac727	lin	0.0005	0.0005	0.0005	0
vGac728	kGac728	lin	0.0005	0.0005	0.0005	0
vGac729	kGac729	lin	0.0005	0.0005	0.0005	0
vGac730	kGac730	lin	0.0005	0.0005	0.0005	0
vGac731	kGac731	lin	0.0005	0.0005	0.0005	0
vGac732	kGac732	lin	0.0005	0.0005	0.0005	0
vGac733	kGac733	lin	0.0005	0.0005	0.0005	0
vGac734	kGac734	lin	0.0005	0.0005	0.0005	0
vGac735	kGac735	lin	0.0005	0.0005	0.0005	0
vGac736	kGac736	lin	0.0005	0.0005	0.0005	0
vGac737	kGac737	lin	0.0005	0.0005	0.0005	0
vGac738	kGac738	lin	0.0005	0.0005	0.0005	0
vGac739	kGac739	lin	0.0005	0.0005	0.0005	0
vGac740	kGac740	lin	0.0005	0.0005	0.0005	0
vGac741	kGac741	lin	0.0005	0.0005	0.0005	0
vGac742	kGac742	lin	0.0005	0.0005	0.0005	0
vGac743	kGac743	lin	0.0005	0.0005	0.0005	0
vGac744	kGac744	lin	0.0005	0.0005	0.0005	0
vGac745	kGac745	lin	0.0005	0.0005	0.0005	0
vGac746	kGac746	lin	0.0005	0.0005	0.0005	0
vGac747	kGac747	lin	0.0005	0.0005	0.0005	0
vGac748	kGac748	lin	0.0005	0.0005	0.0005	0
vGac749	kGac749	lin	0.0005	0.0005	0.0005	0
vGac750	kGac750	lin	0.0005	0.0005	0.0005	0
vGac751	kGac751	lin	0.0005	0.0005	0.0005	0
vGac752	kGac752	lin	0.0005	0.0005	0.0005	0
vGac753	kGac753	lin	0.0005	0.0005	0.0005	0
vGac754	kGac754	lin	0.0005	0.0005	0.0005	0
vGac755	kGac755	lin	0.0005	0.0005	0.0005	0
vGac756	kGac756	lin	0.0005	0.0005	0.0005	0
vGac757	kGac757	lin	0.0005	0.0005	0.0005	0
vGac758	kGac758	lin	0.0005	0.0005	0.0005	0
vGac759	kGac759	lin	0.0005	0.0005	0.0005	0
vGac760	kGac760	lin	0.0005	0.0005	0.0005	0
vGac761	kGac761	lin	0.0005	0.0005	0.0005	0
vGac762	kGac762	lin	0.0005	0.0005	0.0005	0
vGac763	kGac763	lin	0.0005	0.0005	0.0005	0
vGac764	kGac764	lin	0.0005	0.0005	0.0005	0
vGac765	kGac765	lin	0.0005	0.0005	0.0005	0
vGac766	kGac766	lin	0.0005	0.0005	0.0005	0
vGac767	kGac767	lin	0.0005	0.0005	0.0005	0
vGac768	kGac768	lin	0.0005	0.0005	0.0005	0
vGac769	kGac769	lin	0.0005	0.0005	0.0005	0
vGac770	kGac770	lin	0.0005	0.0005	0.0005	0
vGac771	kGac771	lin	0.0005	0.0005	0.0005	0
vGac772	kGac772	lin	0.0005	0.0005	0.0005	0
vGac773	kGac773	lin	0.0005	0.0005	0.0005	0
vGac774	kGac774	lin	0.0005	0.0005	0.0005	0
vGac775	kGac775	lin	0.0005	0.0005	0.0005	0
vGac776	kGac776	lin	0.0005	0.0005	0.0005	0
vGac777	kGac777	lin	0.0005	0.0005	0.0005	0
vGac778	kGac778	lin	0.0005	0.0005	0.0005	0
vGac779	kGac779	lin	0.0005	0.0005	0.0005	0
vGac780	kGac780	lin	0.0005	0.0005	0.0005	0
vGac781	kGac781	lin	0.0005	0.0005	0.0005	0
vGac782	kGac782	lin	0.0005	0.0005	0.0005	0
vGac783	kGac783	lin	0.0005	0.0005	0.0005	0
vGac784	kGac784	lin	0.0005	0.0005	0.0005	0
vGac785	kGac785	lin	0.0005	0.0005	0.0005	0
vGac786	kGac786	lin	0.0005	0.0005	0.0005	0
vGac787	kGac787	lin	0.0005	0.0005	0.0005	0
vGac788	kGac788	lin	0.0005	0.0005	0.0005	0
vGac789	kGac789	lin	0.0005	0.0005	0.0005	0
vGac790	kGac790	lin	0.0005	0.0005	0.0005	0
vGac791	kGac791	lin	0.0005	0.0005	0.0005	0
vGac792	kGac792	lin	0.0005	0.0005	0.0005	0
vGac793	kGac793	lin	0.0005	0.0005	0.0005	0
vGac794	kGac794	lin	0.0005	0.0005	0.0005	0
vGac795	kGac795	lin	0.0005	0.0005	0.0005	0
vGac796	kGac796	lin	0.0005	0.0005	0.0005	0
vGac797	kGac797	lin	0.0005	0.0005	0.0005	0
vGac798	kGac798	lin	0.0005	0.0005	0.0005	0
vGac799	kGac799	lin	0.0005	0.0005	0.0005	0
vGac800	kGac800	lin	0.0005	0.0005	0.0005	0
vGac801	kGac801	lin	0.0005	0.0005	0.0005	0
vGac802	kGac802	lin	0.0005	0.0005	0.0005	0
vGac803	kGac803	lin	0.0005	0.0005	0.0005	0
vGac804	kGac804	lin	0.0005	0.0005	0.0005	0
vGac805	kGac805	lin	0.0005	0.0005	0.0005	0
vGac806	kGac806	lin	0.0005	0.0005	0.0005	0
vGac807	kGac807	lin	0.0005	0.0005	0.0005	0
vGac808	kGac808	lin	0.0005	0.0005	0.0005	0
vGac809	kGac809	lin	0.0005	0.0005	0.0005	0
vGac810	kGac810	lin	0.0005	0.0005	0.0005	0
vGac811	kGac811	lin	0.0005	0.0005	0.0005	0
vGac812	kGac812	lin	0.0005	0.0005	0.0005	0
vGac813	kGac813	lin	0.0005	0.0005	0.0005	0
vGac814	kGac814	lin	0.0005	0.0005	0.0005	0
vGac815	kGac815	lin	0.0005	0.0005	0.0005	0
vGac816	kGac816	lin	0.0005	0.0005	0.0005	0
vGac817	kGac817	lin	0.0005	0.0005	0.0005	0
vGac818	kGac818	lin	0.0005	0.0005	0.0005	0
vGac819	kGac819	lin	0.0005	0.0005	0.0005	0
vGac820	kGac820	lin	0.0005	0.0005	0.0005	0
vGac821	kGac821	lin	0.0005	0.0005	0.0005	0
vGac822	kGac822	lin	0.0005	0.0005	0.0005	0
vGac823	kGac823	lin	0.0005	0.0005	0.0005	0
vGac824	kGac824	lin	0.0005	0.0005	0.0005	0
vGac825	kGac825	lin	0.0005	0.0005	0.0005	0
vGac826	kGac826	lin	0.0005	0.0005	0.0005	0
vGac827	kGac827	lin	0.0005	0.0005	0.0005	0
vGac828	kGac828	lin	0.0005	0.0005	0.0005	0
vGac829	kGac829	lin	0.0005	0.0005	0.0005	0
vGac830	kGac830	lin	0.0005	0.0005	0.0005	0
vGac831	kGac831	lin	0.0005	0.0005	0.0005	0
vGac832	kGac832	lin	0.0005	0.0005	0.0005	0
vGac833	kGac833	lin	0.0005	0.0005	0.0005	0
vGac834	kGac834	lin	0.0005	0.0005	0.0005	0
vGac835	kGac835	lin	0.0005	0.0005	0.0005	0
vGac836	kGac836	lin	0.0005	0.0005	0.0005	0
vGac837	kGac837	lin	0.0005	0.0005	0.0005	0
vGac838	kGac838	lin	0.0005	0.0005	0.0005	0
vGac839	kGac839	lin	0.0005	0.0005	0.0005	0
vGac840	kGac840	lin	0.0005	0.0005	0.0005	0
vGac841	kGac841	lin	0.0005	0.0005	0.0005	0
vGac842	kGac842	lin	0.0005	0.0005	0.0005	0
vGac843	kGac843	lin	0.0005	0.0005	0.0005	0
vGac844	kGac844	lin	0.0005	0.0005	0.0005	0
vGac845	kGac845	lin	0.0005	0.0005	0.0005	0
vGac846	kGac846	lin	0.0005	0.0005	0.0005	0
vGac847	kGac847	lin	0.0005	0.0005	0.0005	0
vGac848	kGac848	lin	0.0005	0.0005	0.0005	0
vGac849	kGac849	lin	0.0005	0.0005	0.0005	0
vGac850	kGac850	lin	0.0005	0.0005	0.0005	0
vGac851	kGac851	lin	0.0005	0.0005	0.0005	0
vGac852	kGac852	lin	0.0005	0.0005	0.0005	0
vGac853	kGac853	lin	0.0005	0.0005	0.0005	0
vGac854	kGac854	lin	0.0005	0.0005	0.0005	0
vGac855	kGac855	lin	0.0005	0.0005	0.0005	0
vGac856	kGac856	lin	0.0005	0.0005	0.0005	0
vGac857	kGac857	lin	0.0005	0.0005	0.0005	0
vGac858	kGac858	lin	0.0005	0.0005	0.0005	0
vGac859	kGac859	lin	0.0005	0.0005	0.0005	0
vGac860	kGac860	lin	0.0005	0.0005	0.0005	0
vGac861	kGac861	lin	0.0005	0.0005	0.0005	0
vGac862	kGac862	lin	0.0005	0.0005	0.0005	0
vGac863	kGac863	lin	0.0005	0.0005	0.0005	0
vGac864	kGac864	lin	0.0005	0.0005	0.0005	0
vGac865	kGac865	lin	0.0005	0.0005	0.0005	0
vGac866	kGac866	lin	0.0005	0.0005	0.0005	0
vGac867	kGac867	lin	0.0005	0.0005	0.0005	0
vGac868	kGac868	lin	0.0005	0.0005	0.0005	0
vGac869	kGac869	lin	0.0005	0.0005	0.0005	0
vGac870	kGac870	lin	0.0005	0.0005	0.0005	0
vGac871	kGac871	lin	0.0005	0.0005	0.0005	0
vGac872	kGac872	lin	0.0005	0.0005	0.0005	0
vGac873	kGac873	lin	0.0005	0.0005	0.0005	0
vGac874	kGac874	lin	0.0005	0.0005	0.0005	0
vGac875	kGac875	lin	0.0005	0.0005	0.0005	0
vGac876	kGac876	lin	0.0005	0.0005	0.0005	0
vGac877	kGac877	lin	0.0005	0.0005	0.0005	0
vGac878	kGac878	lin	0.0005	0.0005	0.0005	0
vGac879	kGac879	lin	0.0005	0.0005	0.0005	0
vGac880	kGac880	lin	0.0005	0.0005	0.0005	0
vGac881	kGac881	lin	0.0005	0.0005	0.0005	0
vGac882	kGac882	lin	0.0005	0.0005	0.0005	0
vGac883	kGac883	lin	0.0005	0.0005	0.0005	0
vGac884	kGac884	lin	0.0005	0.0005	0.0005	0
vGac885	kGac885	lin	0.0005	0.0005	0.0005	0
vGac886	kGac886	lin	0.0005	0.0005	0.0005	0
vGac887	kGac887	lin	0.0005	0.0005	0.0005	0
vGac888	kGac888	lin	0.0005	0.0005	0.0005	0
vGac889	kGac889	lin	0.0005	0.0005	0.0005	0
vGac890	kGac890	lin	0.0005	0.0005	0.0005	0
vGac891	kGac891	lin	0.0005	0.0005	0.0005	0
vGac892	kGac892	lin	0.0005	0.0005	0.0005	0
vGac893	kGac893	lin	0.0005	0.0005	0.0005	0
vGac894	kGac894	lin	0.0005	0.0005	0.0005	0
vGac895	kGac895	lin	0.0005	0.0005	0.0005	0
vGac896	kGac896	lin	0.0005	0.0005	0.0005	0
vGac897	kGac897	lin	0.0005	0.0005	0.0005	0
vGac898	kGac898	lin	0.0005	0.0005	0.0005	0
vGac899	kGac899	lin	0.0005	0.0005	0.0005	0
vGac900	kGac900	lin	0.0005	0.0005	0.0005	0
vGac901	kGac901	lin	0.0005	0.0005	0.0005	0
vGac902	kGac902	lin	0.0005	0.0005	0.0005	0
vGac903	kGac903	lin	0.0005	0.0005	0.0005	0
vGac904	kGac904	lin	0.0005	0.0005	0.0005	0
vGac905	kGac905	lin	0.0005	0.0005	0.0005	0
vGac906	kGac906	lin	0.0005	0.0005	0.0005	0
vGac907	kGac907	lin	0.0005	0.0005	0.0005	0
vGac908	kGac908	lin	0.0005	0.0005	0.0005	0
vGac909	kGac909	lin	0.0005	0.0005	0.0005	0
vGac910	kGac910	lin	0.0005	0.0005	0.0005	0
vGac911	kGac911	lin	0.0005	0.0005	0.0005	0
vGac912	kGac912	lin	0.0005	0.0005	0.0005	0
vGac913	kGac913	lin	0.0005	0.0005	0.0005	0
vGac914	kGac914	lin	0.0005	0.0005	0.0005	0
vGac915	kGac915	lin	0.0005	0.0005	0.0005	0
vGac916	kGac916	lin	0.0005	0.0005	0.0005	0
vGac917	kGac917	lin	0.0005	0.0005	0.0005	0
vGac918	kGac918	lin	0.0005	0.0005	0.0005	0
vGac919	kGac919	lin	0.0005	0.0005	0.0005	0
vGac920	kGac920	lin	0.0005	0.0005	0.0005	0
vGac921	kGac921	lin	0.0005	0.0005	0.0005	0
vGac922	kGac922	lin	0.0005	0.0005	0.0005	0
vGac923	kGac923	lin	0.0005	0.0005	0.0005	0
vGac924	kGac924	lin	0.0005	0.0005	0.0005	0
vGac925	kGac925	lin	0.0005	0.0005	0.0005	0
vGac926	kGac926	lin	0.0005	0.0005	0.0005	0
vGac927	kGac927	lin	0.0005	0.0005	0.0005	0
