index	cyt_prot__LIGAND_	cyt_prot__RECEPTOR_	cyt_prot__LIGAND__RECEPTOR_	nuc_gene_a__LIGAND_	nuc_gene_i__LIGAND_	nuc_gene_a__RECEPTOR_	nuc_gene_i__RECEPTOR_	cyt_mrna__LIGAND_	cyt_mrna__RECEPTOR_
15300.000000	1.78271	48.3161	76.1436	0.000172528	0.00172528	0.000172528	0.00172528	0.0102918	0.0102918
15330.000000	1.7891	48.2527	76.3291	0.000172528	0.00172528	0.000172528	0.00172528	0.0103023	0.0103023
15360.000000	1.7955	48.1895	76.5146	0.000172528	0.00172528	0.000172528	0.00172528	0.0103127	0.0103127
15390.000000	1.80191	48.1264	76.7001	0.000172528	0.00172528	0.000172528	0.00172528	0.0103231	0.0103231
15420.000000	1.80833	48.0634	76.8857	0.000172528	0.00172528	0.000172528	0.00172528	0.0103335	0.0103335
15450.000000	1.81477	48.0005	77.0712	0.000172528	0.00172528	0.000172528	0.00172528	0.0103438	0.0103438
15480.000000	1.82121	47.9377	77.2568	0.000172528	0.00172528	0.000172528	0.00172528	0.0103542	0.0103542
15510.000000	1.82767	47.875	77.4423	0.000172528	0.00172528	0.000172528	0.00172528	0.0103645	0.0103645
15540.000000	1.83415	47.8125	77.6279	0.000172528	0.00172528	0.000172528	0.00172528	0.0103749	0.0103749
15570.000000	1.84063	47.75	77.8135	0.000172528	0.00172528	0.000172528	0.00172528	0.0103852	0.0103852
15600.000000	1.84713	47.6877	77.9991	0.000172528	0.00172528	0.000172528	0.00172528	0.0103955	0.0103955
15630.000000	1.85364	47.6255	78.1846	0.000172528	0.00172528	0.000172528	0.00172528	0.0104057	0.0104057
15660.000000	1.86016	47.5634	78.3702	0.000172528	0.00172528	0.000172528	0.00172528	0.010416	0.010416
15690.000000	1.86669	47.5015	78.5559	0.000172528	0.00172528	0.000172528	0.00172528	0.0104263	0.0104263
15720.000000	1.87324	47.4396	78.7415	0.000172528	0.00172528	0.000172528	0.00172528	0.0104365	0.0104365
15750.000000	1.8798	47.3779	78.9271	0.000172528	0.00172528	0.000172528	0.00172528	0.0104467	0.0104467
15780.000000	1.88637	47.3163	79.1127	0.000172528	0.00172528	0.000172528	0.00172528	0.0104569	0.0104569
15810.000000	1.89296	47.2547	79.2984	0.000172528	0.00172528	0.000172528	0.00172528	0.0104671	0.0104671
15840.000000	1.89955	47.1934	79.484	0.000172528	0.00172528	0.000172528	0.00172528	0.0104773	0.0104773
15870.000000	1.90616	47.1321	79.6696	0.000172528	0.00172528	0.000172528	0.00172528	0.0104874	0.0104874
15900.000000	1.91278	47.0709	79.8553	0.000172528	0.00172528	0.000172528	0.00172528	0.0104976	0.0104976
15930.000000	1.91941	47.0099	80.0409	0.000172528	0.00172528	0.000172528	0.00172528	0.0105077	0.0105077
15960.000000	1.92606	46.9489	80.2266	0.000172528	0.00172528	0.000172528	0.00172528	0.0105178	0.0105178
15990.000000	1.93272	46.8881	80.4122	0.000172528	0.00172528	0.000172528	0.00172528	0.0105279	0.0105279
16020.000000	1.93939	46.8274	80.5979	0.000172528	0.00172528	0.000172528	0.00172528	0.010538	0.010538
16050.000000	1.94607	46.7668	80.7836	0.000172528	0.00172528	0.000172528	0.00172528	0.010548	0.010548
16080.000000	1.95276	46.7063	80.9692	0.000172528	0.00172528	0.000172528	0.00172528	0.0105581	0.0105581
16110.000000	1.95947	46.6459	81.1549	0.000172528	0.00172528	0.000172528	0.00172528	0.0105681	0.0105681
16140.000000	1.96619	46.5857	81.3405	0.000172528	0.00172528	0.000172528	0.00172528	0.0105781	0.0105781
16170.000000	1.97292	46.5255	81.5262	0.000172528	0.00172528	0.000172528	0.00172528	0.0105881	0.0105881
16200.000000	1.97966	46.4655	81.7119	0.000172528	0.00172528	0.000172528	0.00172528	0.0105981	0.0105981
16230.000000	1.98642	46.4055	81.8975	0.000172528	0.00172528	0.000172528	0.00172528	0.0106081	0.0106081
16260.000000	1.99319	46.3457	82.0832	0.000172528	0.00172528	0.000172528	0.00172528	0.0106181	0.0106181
16290.000000	1.99997	46.286	82.2688	0.000172528	0.00172528	0.000172528	0.00172528	0.010628	0.010628
16320.000000	2.00676	46.2265	82.4545	0.000172528	0.00172528	0.000172528	0.00172528	0.0106379	0.0106379
16350.000000	2.01357	46.167	82.6401	0.000172528	0.00172528	0.000172528	0.00172528	0.0106479	0.0106479
16380.000000	2.02038	46.1076	82.8257	0.000172528	0.00172528	0.000172528	0.00172528	0.0106578	0.0106578
16410.000000	2.02721	46.0484	83.0114	0.000172528	0.00172528	0.000172528	0.00172528	0.0106676	0.0106676
16440.000000	2.03405	45.9892	83.197	0.000172528	0.00172528	0.000172528	0.00172528	0.0106775	0.0106775
16470.000000	2.04091	45.9302	83.3826	0.000172528	0.00172528	0.000172528	0.00172528	0.0106874	0.0106874
16500.000000	2.04777	45.8713	83.5683	0.000172528	0.00172528	0.000172528	0.00172528	0.0106972	0.0106972
16530.000000	2.05465	45.8125	83.7539	0.000172528	0.00172528	0.000172528	0.00172528	0.010707	0.010707
16560.000000	2.06154	45.7538	83.9395	0.000172528	0.00172528	0.000172528	0.00172528	0.0107168	0.0107168
16590.000000	2.06845	45.6952	84.1251	0.000172528	0.00172528	0.000172528	0.00172528	0.0107266	0.0107266
16620.000000	2.07536	45.6367	84.3107	0.000172528	0.00172528	0.000172528	0.00172528	0.0107364	0.0107364
16650.000000	2.08229	45.5783	84.4963	0.000172528	0.00172528	0.000172528	0.00172528	0.0107462	0.0107462
16680.000000	2.08923	45.5201	84.6819	0.000172528	0.00172528	0.000172528	0.00172528	0.0107559	0.0107559
16710.000000	2.09618	45.4619	84.8674	0.000172528	0.00172528	0.000172528	0.00172528	0.0107657	0.0107657
16740.000000	2.10314	45.4039	85.053	0.000172528	0.00172528	0.000172528	0.00172528	0.0107754	0.0107754
16770.000000	2.11012	45.346	85.2386	0.000172528	0.00172528	0.000172528	0.00172528	0.0107851	0.0107851
16800.000000	2.11711	45.2882	85.4241	0.000172528	0.00172528	0.000172528	0.00172528	0.0107948	0.0107948
16830.000000	2.12411	45.2305	85.6096	0.000172528	0.00172528	0.000172528	0.00172528	0.0108045	0.0108045
16860.000000	2.13112	45.1729	85.7952	0.000172528	0.00172528	0.000172528	0.00172528	0.0108142	0.0108142
16890.000000	2.13815	45.1154	85.9807	0.000172528	0.00172528	0.000172528	0.00172528	0.0108238	0.0108238
16920.000000	2.14518	45.058	86.1662	0.000172528	0.00172528	0.000172528	0.00172528	0.0108334	0.0108334
16950.000000	2.15223	45.0007	86.3517	0.000172528	0.00172528	0.000172528	0.00172528	0.0108431	0.0108431
16980.000000	2.15929	44.9435	86.5371	0.000172528	0.00172528	0.000172528	0.00172528	0.0108527	0.0108527
17010.000000	2.16637	44.8865	86.7226	0.000172528	0.00172528	0.000172528	0.00172528	0.0108623	0.0108623
17040.000000	2.17345	44.8295	86.908	0.000172528	0.00172528	0.000172528	0.00172528	0.0108718	0.0108718
17070.000000	2.18055	44.7727	87.0935	0.000172528	0.00172528	0.000172528	0.00172528	0.0108814	0.0108814
17100.000000	2.18766	44.716	87.2789	0.000172528	0.00172528	0.000172528	0.00172528	0.010891	0.010891
17130.000000	2.19478	44.6594	87.4643	0.000172528	0.00172528	0.000172528	0.00172528	0.0109005	0.0109005
17160.000000	2.20191	44.6028	87.6497	0.000172528	0.00172528	0.000172528	0.00172528	0.01091	0.01091
17190.000000	2.20906	44.5464	87.8351	0.000172528	0.00172528	0.000172528	0.00172528	0.0109195	0.0109195
17220.000000	2.21622	44.4901	88.0204	0.000172528	0.00172528	0.000172528	0.00172528	0.010929	0.010929
17250.000000	2.22339	44.4339	88.2058	0.000172528	0.00172528	0.000172528	0.00172528	0.0109385	0.0109385
17280.000000	2.23057	44.3779	88.3911	0.000172528	0.00172528	0.000172528	0.00172528	0.010948	0.010948
17310.000000	2.23776	44.3219	88.5764	0.000172528	0.00172528	0.000172528	0.00172528	0.0109574	0.0109574
17340.000000	2.24497	44.266	88.7617	0.000172528	0.00172528	0.000172528	0.00172528	0.0109668	0.0109668
17370.000000	2.25219	44.2102	88.947	0.000172528	0.00172528	0.000172528	0.00172528	0.0109763	0.0109763
17400.000000	2.25942	44.1546	89.1322	0.000172528	0.00172528	0.000172528	0.00172528	0.0109857	0.0109857
17430.000000	2.26666	44.099	89.3175	0.000172528	0.00172528	0.000172528	0.00172528	0.0109951	0.0109951
17460.000000	2.27392	44.0436	89.5027	0.000172528	0.00172528	0.000172528	0.00172528	0.0110044	0.0110044
17490.000000	2.28118	43.9882	89.6879	0.000172528	0.00172528	0.000172528	0.00172528	0.0110138	0.0110138
17520.000000	2.28846	43.933	89.873	0.000172528	0.00172528	0.000172528	0.00172528	0.0110232	0.0110232
17550.000000	2.29575	43.8779	90.0582	0.000172528	0.00172528	0.000172528	0.00172528	0.0110325	0.0110325
17580.000000	2.30305	43.8228	90.2433	0.000172528	0.00172528	0.000172528	0.00172528	0.0110418	0.0110418
17610.000000	2.31037	43.7679	90.4285	0.000172528	0.00172528	0.000172528	0.00172528	0.0110511	0.0110511
17640.000000	2.3177	43.7131	90.6136	0.000172528	0.00172528	0.000172528	0.00172528	0.0110604	0.0110604
17670.000000	2.32503	43.6584	90.7986	0.000172528	0.00172528	0.000172528	0.00172528	0.0110697	0.0110697
17700.000000	2.33238	43.6038	90.9837	0.000172528	0.00172528	0.000172528	0.00172528	0.011079	0.011079
17730.000000	2.33975	43.5493	91.1687	0.000172528	0.00172528	0.000172528	0.00172528	0.0110882	0.0110882
17760.000000	2.34712	43.4949	91.3537	0.000172528	0.00172528	0.000172528	0.00172528	0.0110975	0.0110975
17790.000000	2.35451	43.4406	91.5387	0.000172528	0.00172528	0.000172528	0.00172528	0.0111067	0.0111067
17820.000000	2.36191	43.3864	91.7236	0.000172528	0.00172528	0.000172528	0.00172528	0.0111159	0.0111159
17850.000000	2.36932	43.3324	91.9086	0.000172528	0.00172528	0.000172528	0.00172528	0.0111251	0.0111251
17880.000000	2.37674	43.2784	92.0935	0.000172528	0.00172528	0.000172528	0.00172528	0.0111343	0.0111343
17910.000000	2.38417	43.2245	92.2784	0.000172528	0.00172528	0.000172528	0.00172528	0.0111435	0.0111435
17940.000000	2.39162	43.1707	92.4632	0.000172528	0.00172528	0.000172528	0.00172528	0.0111526	0.0111526
17970.000000	2.39907	43.1171	92.6481	0.000172528	0.00172528	0.000172528	0.00172528	0.0111618	0.0111618
18000.000000	2.40654	43.0635	92.8329	0.000172528	0.00172528	0.000172528	0.00172528	0.0111709	0.0111709
18030.000000	2.41403	43.0101	93.0176	0.000172528	0.00172528	0.000172528	0.00172528	0.01118	0.01118
18060.000000	2.42152	42.9567	93.2024	0.000172528	0.00172528	0.000172528	0.00172528	0.0111891	0.0111891
18090.000000	2.42902	42.9034	93.3871	0.000172528	0.00172528	0.000172528	0.00172528	0.0111982	0.0111982
18120.000000	2.43654	42.8503	93.5718	0.000172528	0.00172528	0.000172528	0.00172528	0.0112073	0.0112073
18150.000000	2.44407	42.7972	93.7565	0.000172528	0.00172528	0.000172528	0.00172528	0.0112163	0.0112163
18180.000000	2.45161	42.7443	93.9411	0.000172528	0.00172528	0.000172528	0.00172528	0.0112254	0.0112254
18210.000000	2.45916	42.6915	94.1257	0.000172528	0.00172528	0.000172528	0.00172528	0.0112344	0.0112344
18240.000000	2.46673	42.6387	94.3103	0.000172528	0.00172528	0.000172528	0.00172528	0.0112434	0.0112434
18270.000000	2.4743	42.5861	94.4949	0.000172528	0.00172528	0.000172528	0.00172528	0.0112524	0.0112524
18300.000000	2.48189	42.5336	94.6794	0.000172528	0.00172528	0.000172528	0.00172528	0.0112614	0.0112614
18330.000000	2.48949	42.4811	94.8639	0.000172528	0.00172528	0.000172528	0.00172528	0.0112704	0.0112704
18360.000000	2.4971	42.4288	95.0483	0.000172528	0.00172528	0.000172528	0.00172528	0.0112794	0.0112794
18390.000000	2.50472	42.3766	95.2328	0.000172528	0.00172528	0.000172528	0.00172528	0.0112883	0.0112883
18420.000000	2.51236	42.3244	95.4172	0.000172528	0.00172528	0.000172528	0.00172528	0.0112973	0.0112973
18450.000000	2.52001	42.2724	95.6015	0.000172528	0.00172528	0.000172528	0.00172528	0.0113062	0.0113062
18480.000000	2.52766	42.2205	95.7859	0.000172528	0.00172528	0.000172528	0.00172528	0.0113151	0.0113151
18510.000000	2.53533	42.1687	95.9702	0.000172528	0.00172528	0.000172528	0.00172528	0.011324	0.011324
18540.000000	2.54301	42.1169	96.1545	0.000172528	0.00172528	0.000172528	0.00172528	0.0113329	0.0113329
18570.000000	2.55071	42.0653	96.3387	0.000172528	0.00172528	0.000172528	0.00172528	0.0113418	0.0113418
18600.000000	2.55841	42.0138	96.5229	0.000172528	0.00172528	0.000172528	0.00172528	0.0113506	0.0113506
18630.000000	2.56613	41.9624	96.7071	0.000172528	0.00172528	0.000172528	0.00172528	0.0113595	0.0113595
18660.000000	2.57386	41.911	96.8912	0.000172528	0.00172528	0.000172528	0.00172528	0.0113683	0.0113683
18690.000000	2.5816	41.8598	97.0753	0.000172528	0.00172528	0.000172528	0.00172528	0.0113771	0.0113771
18720.000000	2.58935	41.8087	97.2594	0.000172528	0.00172528	0.000172528	0.00172528	0.0113859	0.0113859
18750.000000	2.59711	41.7577	97.4434	0.000172528	0.00172528	0.000172528	0.00172528	0.0113947	0.0113947
18780.000000	2.60489	41.7068	97.6274	0.000172528	0.00172528	0.000172528	0.00172528	0.0114035	0.0114035
18810.000000	2.61267	41.6559	97.8113	0.000172528	0.00172528	0.000172528	0.00172528	0.0114123	0.0114123
18840.000000	2.62047	41.6052	97.9953	0.000172528	0.00172528	0.000172528	0.00172528	0.011421	0.011421
18870.000000	2.62828	41.5546	98.1792	0.000172528	0.00172528	0.000172528	0.00172528	0.0114298	0.0114298
18900.000000	2.6361	41.5041	98.363	0.000172528	0.00172528	0.000172528	0.00172528	0.0114385	0.0114385
18930.000000	2.64393	41.4536	98.5468	0.000172528	0.00172528	0.000172528	0.00172528	0.0114472	0.0114472
18960.000000	2.65178	41.4033	98.7306	0.000172528	0.00172528	0.000172528	0.00172528	0.0114559	0.0114559
18990.000000	2.65963	41.3531	98.9143	0.000172528	0.00172528	0.000172528	0.00172528	0.0114646	0.0114646
19020.000000	2.6675	41.3029	99.098	0.000172528	0.00172528	0.000172528	0.00172528	0.0114733	0.0114733
19050.000000	2.67538	41.2529	99.2817	0.000172528	0.00172528	0.000172528	0.00172528	0.0114819	0.0114819
19080.000000	2.68327	41.203	99.4653	0.000172528	0.00172528	0.000172528	0.00172528	0.0114906	0.0114906
19110.000000	2.69117	41.1531	99.6489	0.000172528	0.00172528	0.000172528	0.00172528	0.0114992	0.0114992
19140.000000	2.69908	41.1034	99.8324	0.000172528	0.00172528	0.000172528	0.00172528	0.0115079	0.0115079
19170.000000	2.707	41.0538	100.016	0.000172528	0.00172528	0.000172528	0.00172528	0.0115165	0.0115165
19200.000000	2.71494	41.0042	100.199	0.000172528	0.00172528	0.000172528	0.00172528	0.0115251	0.0115251
19230.000000	2.72289	40.9548	100.383	0.000172528	0.00172528	0.000172528	0.00172528	0.0115337	0.0115337
19260.000000	2.73084	40.9054	100.566	0.000172528	0.00172528	0.000172528	0.00172528	0.0115422	0.0115422
19290.000000	2.73881	40.8562	100.75	0.000172528	0.00172528	0.000172528	0.00172528	0.0115508	0.0115508
19320.000000	2.7468	40.807	100.933	0.000172528	0.00172528	0.000172528	0.00172528	0.0115593	0.0115593
19350.000000	2.75479	40.758	101.116	0.000172528	0.00172528	0.000172528	0.00172528	0.0115679	0.0115679
19380.000000	2.76279	40.709	101.299	0.000172528	0.00172528	0.000172528	0.00172528	0.0115764	0.0115764
19410.000000	2.77081	40.6602	101.482	0.000172528	0.00172528	0.000172528	0.00172528	0.0115849	0.0115849
19440.000000	2.77883	40.6114	101.666	0.000172528	0.00172528	0.000172528	0.00172528	0.0115934	0.0115934
19470.000000	2.78687	40.5627	101.849	0.000172528	0.00172528	0.000172528	0.00172528	0.0116019	0.0116019
19500.000000	2.79492	40.5142	102.032	0.000172528	0.00172528	0.000172528	0.00172528	0.0116103	0.0116103
19530.000000	2.80298	40.4657	102.215	0.000172528	0.00172528	0.000172528	0.00172528	0.0116188	0.0116188
19560.000000	2.81105	40.4173	102.398	0.000172528	0.00172528	0.000172528	0.00172528	0.0116272	0.0116272
19590.000000	2.81913	40.369	102.581	0.000172528	0.00172528	0.000172528	0.00172528	0.0116357	0.0116357
19620.000000	2.82723	40.3208	102.763	0.000172528	0.00172528	0.000172528	0.00172528	0.0116441	0.0116441
19650.000000	2.83533	40.2727	102.946	0.000172528	0.00172528	0.000172528	0.00172528	0.0116525	0.0116525
19680.000000	2.84345	40.2247	103.129	0.000172528	0.00172528	0.000172528	0.00172528	0.0116609	0.0116609
19710.000000	2.85158	40.1768	103.312	0.000172528	0.00172528	0.000172528	0.00172528	0.0116693	0.0116693
19740.000000	2.85971	40.129	103.494	0.000172528	0.00172528	0.000172528	0.00172528	0.0116776	0.0116776
19770.000000	2.86786	40.0813	103.677	0.000172528	0.00172528	0.000172528	0.00172528	0.011686	0.011686
19800.000000	2.87603	40.0337	103.86	0.000172528	0.00172528	0.000172528	0.00172528	0.0116943	0.0116943
19830.000000	2.8842	39.9862	104.042	0.000172528	0.00172528	0.000172528	0.00172528	0.0117027	0.0117027
19860.000000	2.89238	39.9387	104.225	0.000172528	0.00172528	0.000172528	0.00172528	0.011711	0.011711
19890.000000	2.90057	39.8914	104.407	0.000172528	0.00172528	0.000172528	0.00172528	0.0117193	0.0117193
19920.000000	2.90878	39.8442	104.589	0.000172528	0.00172528	0.000172528	0.00172528	0.0117276	0.0117276
19950.000000	2.917	39.797	104.772	0.000172528	0.00172528	0.000172528	0.00172528	0.0117359	0.0117359
19980.000000	2.92522	39.75	104.954	0.000172528	0.00172528	0.000172528	0.00172528	0.0117441	0.0117441
20010.000000	2.93346	39.703	105.136	0.000172528	0.00172528	0.000172528	0.00172528	0.0117524	0.0117524
20040.000000	2.94171	39.6562	105.319	0.000172528	0.00172528	0.000172528	0.00172528	0.0117606	0.0117606
20070.000000	2.94997	39.6094	105.501	0.000172528	0.00172528	0.000172528	0.00172528	0.0117689	0.0117689
20100.000000	2.95824	39.5627	105.683	0.000172528	0.00172528	0.000172528	0.00172528	0.0117771	0.0117771
20130.000000	2.96652	39.5161	105.865	0.000172528	0.00172528	0.000172528	0.00172528	0.0117853	0.0117853
20160.000000	2.97482	39.4696	106.047	0.000172528	0.00172528	0.000172528	0.00172528	0.0117935	0.0117935
20190.000000	2.98312	39.4232	106.229	0.000172528	0.00172528	0.000172528	0.00172528	0.0118017	0.0118017
20220.000000	2.99144	39.3769	106.411	0.000172528	0.00172528	0.000172528	0.00172528	0.0118099	0.0118099
20250.000000	2.99976	39.3307	106.593	0.000172528	0.00172528	0.000172528	0.00172528	0.011818	0.011818
20280.000000	3.0081	39.2846	106.774	0.000172528	0.00172528	0.000172528	0.00172528	0.0118262	0.0118262
20310.000000	3.01645	39.2386	106.956	0.000172528	0.00172528	0.000172528	0.00172528	0.0118343	0.0118343
20340.000000	3.02481	39.1926	107.138	0.000172528	0.00172528	0.000172528	0.00172528	0.0118424	0.0118424
20370.000000	3.03318	39.1468	107.319	0.000172528	0.00172528	0.000172528	0.00172528	0.0118505	0.0118505
20400.000000	3.04156	39.101	107.501	0.000172528	0.00172528	0.000172528	0.00172528	0.0118586	0.0118586
20430.000000	3.04995	39.0554	107.683	0.000172528	0.00172528	0.000172528	0.00172528	0.0118667	0.0118667
20460.000000	3.05835	39.0098	107.864	0.000172528	0.00172528	0.000172528	0.00172528	0.0118748	0.0118748
20490.000000	3.06676	38.9644	108.045	0.000172528	0.00172528	0.000172528	0.00172528	0.0118828	0.0118828
20520.000000	3.07518	38.919	108.227	0.000172528	0.00172528	0.000172528	0.00172528	0.0118909	0.0118909
20550.000000	3.08362	38.8737	108.408	0.000172528	0.00172528	0.000172528	0.00172528	0.0118989	0.0118989
20580.000000	3.09206	38.8285	108.589	0.000172528	0.00172528	0.000172528	0.00172528	0.011907	0.011907
20610.000000	3.10052	38.7834	108.771	0.000172528	0.00172528	0.000172528	0.00172528	0.011915	0.011915
20640.000000	3.10898	38.7383	108.952	0.000172528	0.00172528	0.000172528	0.00172528	0.011923	0.011923
20670.000000	3.11746	38.6934	109.133	0.000172528	0.00172528	0.000172528	0.00172528	0.011931	0.011931
20700.000000	3.12595	38.6486	109.314	0.000172528	0.00172528	0.000172528	0.00172528	0.0119389	0.0119389
20730.000000	3.13444	38.6038	109.495	0.000172528	0.00172528	0.000172528	0.00172528	0.0119469	0.0119469
20760.000000	3.14295	38.5592	109.676	0.000172528	0.00172528	0.000172528	0.00172528	0.0119548	0.0119548
20790.000000	3.15147	38.5146	109.857	0.000172528	0.00172528	0.000172528	0.00172528	0.0119628	0.0119628
20820.000000	3.16	38.4701	110.037	0.000172528	0.00172528	0.000172528	0.00172528	0.0119707	0.0119707
20850.000000	3.16854	38.4258	110.218	0.000172528	0.00172528	0.000172528	0.00172528	0.0119786	0.0119786
20880.000000	3.17709	38.3815	110.399	0.000172528	0.00172528	0.000172528	0.00172528	0.0119865	0.0119865
20910.000000	3.18565	38.3373	110.58	0.000172528	0.00172528	0.000172528	0.00172528	0.0119944	0.0119944
20940.000000	3.19423	38.2931	110.76	0.000172528	0.00172528	0.000172528	0.00172528	0.0120023	0.0120023
20970.000000	3.20281	38.2491	110.941	0.000172528	0.00172528	0.000172528	0.00172528	0.0120102	0.0120102
21000.000000	3.2114	38.2052	111.121	0.000172528	0.00172528	0.000172528	0.00172528	0.012018	0.012018
21030.000000	3.22	38.1613	111.302	0.000172528	0.00172528	0.000172528	0.00172528	0.0120259	0.0120259
21060.000000	3.22862	38.1176	111.482	0.000172528	0.00172528	0.000172528	0.00172528	0.0120337	0.0120337
21090.000000	3.23724	38.0739	111.662	0.000172528	0.00172528	0.000172528	0.00172528	0.0120415	0.0120415
21120.000000	3.24587	38.0303	111.843	0.000172528	0.00172528	0.000172528	0.00172528	0.0120494	0.0120494
21150.000000	3.25452	37.9868	112.023	0.000172528	0.00172528	0.000172528	0.00172528	0.0120572	0.0120572
21180.000000	3.26317	37.9434	112.203	0.000172528	0.00172528	0.000172528	0.00172528	0.0120649	0.0120649
21210.000000	3.27184	37.9001	112.383	0.000172528	0.00172528	0.000172528	0.00172528	0.0120727	0.0120727
21240.000000	3.28051	37.8569	112.563	0.000172528	0.00172528	0.000172528	0.00172528	0.0120805	0.0120805
21270.000000	3.2892	37.8137	112.743	0.000172528	0.00172528	0.000172528	0.00172528	0.0120882	0.0120882
21300.000000	3.29789	37.7707	112.923	0.000172528	0.00172528	0.000172528	0.00172528	0.012096	0.012096
21330.000000	3.3066	37.7277	113.103	0.000172528	0.00172528	0.000172528	0.00172528	0.0121037	0.0121037
21360.000000	3.31532	37.6848	113.282	0.000172528	0.00172528	0.000172528	0.00172528	0.0121114	0.0121114
21390.000000	3.32404	37.6421	113.462	0.000172528	0.00172528	0.000172528	0.00172528	0.0121191	0.0121191
21420.000000	3.33278	37.5993	113.642	0.000172528	0.00172528	0.000172528	0.00172528	0.0121268	0.0121268
21450.000000	3.34153	37.5567	113.821	0.000172528	0.00172528	0.000172528	0.00172528	0.0121345	0.0121345
21480.000000	3.35028	37.5142	114.001	0.000172528	0.00172528	0.000172528	0.00172528	0.0121422	0.0121422
21510.000000	3.35905	37.4718	114.18	0.000172528	0.00172528	0.000172528	0.00172528	0.0121498	0.0121498
21540.000000	3.36783	37.4294	114.359	0.000172528	0.00172528	0.000172528	0.00172528	0.0121575	0.0121575
21570.000000	3.37662	37.3871	114.539	0.000172528	0.00172528	0.000172528	0.00172528	0.0121651	0.0121651
21600.000000	3.38541	37.345	114.718	0.000172528	0.00172528	0.000172528	0.00172528	0.0121728	0.0121728
21630.000000	3.39422	37.3029	114.897	0.000172528	0.00172528	0.000172528	0.00172528	0.0121804	0.0121804
21660.000000	3.40304	37.2609	115.076	0.000172528	0.00172528	0.000172528	0.00172528	0.012188	0.012188
21690.000000	3.41187	37.2189	115.255	0.000172528	0.00172528	0.000172528	0.00172528	0.0121956	0.0121956
21720.000000	3.4207	37.1771	115.434	0.000172528	0.00172528	0.000172528	0.00172528	0.0122031	0.0122031
21750.000000	3.42955	37.1354	115.613	0.000172528	0.00172528	0.000172528	0.00172528	0.0122107	0.0122107
21780.000000	3.43841	37.0937	115.792	0.000172528	0.00172528	0.000172528	0.00172528	0.0122183	0.0122183
21810.000000	3.44727	37.0521	115.971	0.000172528	0.00172528	0.000172528	0.00172528	0.0122258	0.0122258
21840.000000	3.45615	37.0106	116.15	0.000172528	0.00172528	0.000172528	0.00172528	0.0122333	0.0122333
21870.000000	3.46504	36.9692	116.328	0.000172528	0.00172528	0.000172528	0.00172528	0.0122409	0.0122409
21900.000000	3.47393	36.9279	116.507	0.000172528	0.00172528	0.000172528	0.00172528	0.0122484	0.0122484
21930.000000	3.48284	36.8867	116.686	0.000172528	0.00172528	0.000172528	0.00172528	0.0122559	0.0122559
21960.000000	3.49176	36.8455	116.864	0.000172528	0.00172528	0.000172528	0.00172528	0.0122634	0.0122634
21990.000000	3.50068	36.8044	117.043	0.000172528	0.00172528	0.000172528	0.00172528	0.0122709	0.0122709
22020.000000	3.50962	36.7635	117.221	0.000172528	0.00172528	0.000172528	0.00172528	0.0122783	0.0122783
22050.000000	3.51856	36.7226	117.399	0.000172528	0.00172528	0.000172528	0.00172528	0.0122858	0.0122858
22080.000000	3.52752	36.6817	117.577	0.000172528	0.00172528	0.000172528	0.00172528	0.0122932	0.0122932
22110.000000	3.53648	36.641	117.756	0.000172528	0.00172528	0.000172528	0.00172528	0.0123007	0.0123007
22140.000000	3.54546	36.6004	117.934	0.000172528	0.00172528	0.000172528	0.00172528	0.0123081	0.0123081
22170.000000	3.55444	36.5598	118.112	0.000172528	0.00172528	0.000172528	0.00172528	0.0123155	0.0123155
22200.000000	3.56344	36.5193	118.29	0.000172528	0.00172528	0.000172528	0.00172528	0.0123229	0.0123229
22230.000000	3.57244	36.4789	118.467	0.000172528	0.00172528	0.000172528	0.00172528	0.0123303	0.0123303
22260.000000	3.58145	36.4386	118.645	0.000172528	0.00172528	0.000172528	0.00172528	0.0123377	0.0123377
22290.000000	3.59048	36.3984	118.823	0.000172528	0.00172528	0.000172528	0.00172528	0.012345	0.012345
22320.000000	3.59951	36.3583	119.001	0.000172528	0.00172528	0.000172528	0.00172528	0.0123524	0.0123524
22350.000000	3.60855	36.3182	119.178	0.000172528	0.00172528	0.000172528	0.00172528	0.0123597	0.0123597
22380.000000	3.6176	36.2782	119.356	0.000172528	0.00172528	0.000172528	0.00172528	0.0123671	0.0123671
22410.000000	3.62666	36.2383	119.533	0.000172528	0.00172528	0.000172528	0.00172528	0.0123744	0.0123744
22440.000000	3.63573	36.1985	119.711	0.000172528	0.00172528	0.000172528	0.00172528	0.0123817	0.0123817
22470.000000	3.64481	36.1588	119.888	0.000172528	0.00172528	0.000172528	0.00172528	0.012389	0.012389
22500.000000	3.6539	36.1191	120.065	0.000172528	0.00172528	0.000172528	0.00172528	0.0123963	0.0123963
22530.000000	3.663	36.0796	120.242	0.000172528	0.00172528	0.000172528	0.00172528	0.0124036	0.0124036
22560.000000	3.6721	36.0401	120.419	0.000172528	0.00172528	0.000172528	0.00172528	0.0124108	0.0124108
22590.000000	3.68122	36.0007	120.597	0.000172528	0.00172528	0.000172528	0.00172528	0.0124181	0.0124181
22620.000000	3.69035	35.9614	120.774	0.000172528	0.00172528	0.000172528	0.00172528	0.0124253	0.0124253
22650.000000	3.69948	35.9222	120.95	0.000172528	0.00172528	0.000172528	0.00172528	0.0124326	0.0124326
