index	nuc_gene_a__LIGAND_	nuc_gene_i__LIGAND_	nuc_gene_a__RECEPTOR_	nuc_gene_i__RECEPTOR_	cyt_mrna__LIGAND_	cyt_mrna__RECEPTOR_	cyt_prot__LIGAND_	cyt_prot__RECEPTOR_	cyt_prot__LIGAND__RECEPTOR_	
53100.000000	1	1	0	2	3	2	7.74245	1.52321	11.2356	
53130.000000	1	1	0	2	3	2	7.74927	1.52098	11.2288	
53160.000000	1	1	0	2	3	2	7.75552	1.51895	11.2225	
53190.000000	1	1	0	2	3	2	7.76124	1.51709	11.2168	
53220.000000	0	2	1	1	3	2	7.76649	1.51539	11.2115	
53250.000000	0	2	1	1	3	2	7.77129	1.51384	11.2067	
53280.000000	0	2	1	1	3	2	7.77569	1.51242	11.2023	
53310.000000	0	2	1	1	3	2	7.77971	1.51112	11.1983	
53340.000000	0	2	1	1	3	2	7.7834	1.50993	11.1946	
53370.000000	0	2	1	1	3	2	7.78678	1.50884	11.1913	
53400.000000	0	2	1	1	3	2	7.78987	1.50784	11.1882	
53430.000000	0	2	1	1	3	2	7.7927	1.50693	11.1853	
53460.000000	0	2	0	2	3	1	7.79529	1.5061	11.1827	
53490.000000	0	2	0	2	3	1	8.188	1.35611	10.79	
53520.000000	0	2	0	2	3	1	8.57724	1.24867	10.4008	
53550.000000	0	2	0	2	3	1	8.94012	1.15701	10.0379	
53580.000000	0	2	1	1	3	1	9.27737	1.07831	9.70067	
53610.000000	0	2	0	2	3	1	9.59001	1.01034	9.38802	
53640.000000	0	2	0	2	3	1	9.87926	0.951314	9.09877	
53670.000000	0	2	0	2	3	1	10.1464	0.899808	8.83161	
53700.000000	0	2	0	2	3	1	10.3928	0.854665	8.58521	
53730.000000	0	2	0	2	3	1	10.6198	0.814943	8.3582	
53760.000000	0	2	0	2	3	1	10.8288	0.779864	8.14926	
53790.000000	0	2	0	2	3	1	11.0209	0.748785	7.95712	
53820.000000	0	2	0	2	3	1	11.1975	0.72117	7.78054	
53850.000000	0	2	0	2	3	1	11.3597	0.696569	7.61837	
53880.000000	0	2	0	2	3	1	11.5085	0.6746	7.46951	
53910.000000	0	2	0	2	3	1	11.6451	0.654939	7.33293	
53940.000000	0	2	0	2	3	1	11.7704	0.637312	7.20767	
53970.000000	0	2	0	2	3	1	11.8852	0.621479	7.09283	
54000.000000	0	2	0	2	3	1	11.9904	0.607236	6.98758	
54030.000000	0	2	0	2	3	1	12.0869	0.594404	6.89115	
54060.000000	0	2	0	2	3	1	12.1752	0.582829	6.80281	
54090.000000	0	2	0	2	3	1	12.2561	0.572376	6.72191	
54120.000000	0	2	0	2	3	1	12.3302	0.562926	6.64785	
54150.000000	0	2	0	2	3	1	12.398	0.554374	6.58004	
54180.000000	0	2	0	2	3	1	12.46	0.54663	6.51799	
54210.000000	0	2	0	2	3	1	12.5168	0.539611	6.4612	
54240.000000	0	2	0	2	3	1	12.5688	0.533244	6.40924	
54270.000000	0	2	0	2	3	1	12.6163	0.527466	6.36171	
54300.000000	0	2	0	2	3	1	12.6598	0.522218	6.31823	
54330.000000	0	2	0	2	3	1	12.6996	0.517451	6.27846	
54360.000000	0	2	0	2	3	1	12.7359	0.513117	6.2421	
54390.000000	0	2	0	2	3	1	12.7692	0.509176	6.20885	
54420.000000	0	2	0	2	3	1	12.7996	0.50559	6.17844	
54450.000000	0	2	0	2	3	1	12.8274	0.502328	6.15065	
54480.000000	0	2	0	2	3	1	12.8528	0.499358	6.12524	
54510.000000	0	2	0	2	3	1	12.876	0.496653	6.10202	
54540.000000	0	2	0	2	3	1	12.8972	0.49419	6.0808	
54570.000000	0	2	0	2	3	1	12.9166	0.491946	6.0614	
54600.000000	0	2	0	2	3	1	12.9344	0.489901	6.04368	
54630.000000	0	2	0	2	3	1	12.9505	0.488038	6.02749	
54660.000000	0	2	0	2	3	1	12.9653	0.48634	6.01269	
54690.000000	0	2	0	2	3	1	12.9789	0.484791	5.99917	
54720.000000	0	2	0	2	3	1	12.9912	0.48338	5.98682	
54750.000000	0	2	0	2	3	1	13.0025	0.482092	5.97554	
54780.000000	0	2	0	2	3	1	13.0128	0.480918	5.96523	
54810.000000	0	2	0	2	3	1	13.0222	0.479848	5.95582	
54840.000000	0	2	0	2	3	1	13.0308	0.478872	5.94722	
54870.000000	0	2	0	2	3	1	13.0387	0.477981	5.93937	
54900.000000	0	2	0	2	3	1	13.0458	0.477169	5.9322	
54930.000000	0	2	0	2	3	1	13.0524	0.476428	5.92565	
54960.000000	0	2	0	2	3	1	13.0584	0.475752	5.91967	
54990.000000	0	2	0	2	3	1	13.0638	0.475135	5.91421	
55020.000000	0	2	0	2	3	1	13.0688	0.474573	5.90923	
55050.000000	0	2	0	2	3	1	13.0734	0.47406	5.90468	
55080.000000	0	2	0	2	3	1	13.0775	0.473591	5.90053	
55110.000000	0	2	0	2	3	1	13.0813	0.473164	5.89674	
55140.000000	0	2	0	2	3	1	13.0848	0.472775	5.89328	
55170.000000	0	2	0	2	3	1	13.0879	0.472419	5.89012	
55200.000000	0	2	0	2	3	1	13.0908	0.472095	5.88724	
55230.000000	0	2	0	2	3	1	13.0934	0.471799	5.88461	
55260.000000	0	2	0	2	3	1	13.0958	0.47153	5.88221	
55290.000000	0	2	0	2	3	1	13.098	0.471284	5.88002	
55320.000000	0	2	0	2	3	1	13.1	0.471059	5.87802	
55350.000000	0	2	0	2	3	1	13.1018	0.470854	5.87619	
55380.000000	0	2	0	2	3	1	13.1035	0.470668	5.87453	
55410.000000	0	2	0	2	3	1	13.105	0.470497	5.87301	
55440.000000	0	2	0	2	3	1	13.1064	0.470342	5.87163	
55470.000000	0	2	0	2	2	1	13.1077	0.4702	5.87036	
55500.000000	0	2	0	2	2	1	12.5679	0.488011	5.85127	
55530.000000	0	2	0	2	2	1	12.0774	0.50617	5.83193	
55560.000000	0	2	0	2	2	1	11.6313	0.523912	5.81312	
55590.000000	1	1	0	2	2	1	11.2255	0.541175	5.79488	
55620.000000	1	1	0	2	2	1	10.8564	0.557903	5.77727	
55650.000000	1	1	0	2	2	1	10.5206	0.574049	5.76031	
55680.000000	1	1	0	2	2	1	10.2153	0.589574	5.74404	
55710.000000	0	2	0	2	2	1	9.93759	0.604447	5.7285	
55740.000000	0	2	0	2	2	1	9.68501	0.618646	5.71368	
55770.000000	0	2	0	2	2	1	9.45529	0.632157	5.69961	
55800.000000	0	2	0	2	2	1	9.24635	0.644972	5.68629	
55830.000000	0	2	0	2	2	1	9.0563	0.657092	5.6737	
55860.000000	0	2	0	2	2	1	8.88342	0.668522	5.66184	
55890.000000	0	2	0	2	2	1	8.72617	0.679273	5.65071	
55920.000000	0	2	0	2	2	1	8.58312	0.68936	5.64027	
55950.000000	0	2	0	2	2	1	8.45298	0.698803	5.6305	
55980.000000	0	2	0	2	2	1	8.33458	0.707623	5.62139	
56010.000000	0	2	0	2	2	1	8.22685	0.715846	5.6129	
56040.000000	0	2	0	2	2	1	8.12884	0.723496	5.605	
56070.000000	0	2	0	2	2	1	8.03965	0.730602	5.59768	
56100.000000	0	2	0	2	2	1	7.9585	0.737191	5.59088	
56130.000000	0	2	0	2	2	1	7.88464	0.743293	5.5846	
56160.000000	0	2	0	2	2	1	7.81743	0.748935	5.57879	
56190.000000	0	2	0	2	2	1	7.75627	0.754145	5.57343	
